pmid,primary_mean,normal_looking_mucosa_mean,normal_looking_minus_primary,mannwhitney_pvalue,qvalue
39033098,-0.0915079372359703,0.2271172027883722,0.3186251400243425,9.832281842665244e-06,2.7835051413742452e-05
39033778,-0.0899526428097101,0.2152980209153104,0.3052506637250206,0.0003919915731983,0.0008122711980707041
39115575,-0.0004136418518883,-0.0333280170723243,-0.032914375220436,0.6693363745708959,0.7043801638154454
39160525,-0.1907028170550542,0.4683642780752202,0.6590670951302745,1.078122426787014e-10,1.083513038920949e-09
39269596,0.0677946882918466,-0.1251006580106035,-0.1928953463024502,0.0444419805219574,0.06290731045713688
39343809,-0.0632701033714368,0.1378369088679949,0.2011070122394317,0.0106470957520328,0.017686497902137128
39368544,-0.0934666740866017,0.2551097273766949,0.3485764014632967,3.274656742465992e-05,8.660605332048216e-05
39380003,-0.0575119469715744,0.1775061854226222,0.2350181323941966,5.182727359042447e-07,1.7656410155381896e-06
39432593,-0.0349741371240335,0.1216191435669793,0.1565932806910128,0.0647985227117864,0.08860206166713651
39503984,-0.0324030993464873,0.1065527119756506,0.1389558113221379,0.0486047660339449,0.06775150858423054
39507864,0.0260992582017311,-0.0387683941359929,-0.064867652337724,0.0195937851071714,0.02983599095864736
39695796,0.0194842305180674,-0.0584508462826068,-0.0779350768006743,0.2001315313766617,0.24528315735798173
39708127,-0.0940027231623381,0.2558859804353908,0.349888703597729,0.002281350993436,0.004131095042167891
39739621,-0.2138319323309289,0.5128789492083554,0.7267108815392844,1.5103972971550996e-07,5.622034383855093e-07
39749345,0.0077080892737384,-0.064248242743638,-0.0719563320173764,0.0152532298505558,0.023952337499700903
39769061,0.0562292740457923,-0.1215428663362663,-0.1777721403820586,0.0267094435486657,0.03976739372801337
39867879,-0.0735470834169421,0.2357833673187131,0.3093304507356552,0.0001793006626026,0.000409539013444575
39991573,-0.1096876078546956,0.322513571285238,0.4322011791399336,2.9540526832927124e-06,9.134839836028234e-06
40018511,-0.0208807496908506,0.1419237490927404,0.1628044987835911,0.0294147884632987,0.04284327884871767
40097551,0.0075398044696664,-0.0232198961684665,-0.0307597006381329,0.7288800258003685,0.7551798205457426
40319103,-0.1477548578264159,0.3593471525669015,0.5071020103933175,2.8978433060419594e-10,2.3097214083133014e-09
40330458,-0.1436030445041093,0.3990394071684136,0.5426424516725229,7.430086130006749e-14,1.659385902368174e-12
40348840,-0.060475363434118,0.0682750190229003,0.1287503824570183,0.0150554660843254,0.02382794238542839
40376515,0.1343332817117313,-0.4115216450974667,-0.5458549268091981,6.303318509412162e-13,1.055805850326537e-11
40427675,0.0670486028068092,-0.2318067123358279,-0.2988553151426371,3.201857760199189e-06,9.605573280597568e-06
40438104,-0.0958080480947466,0.2665472476974275,0.3623552957921742,4.413953839832984e-07,1.5296633134593616e-06
40442298,-0.0184056818764281,0.0435549525199958,0.0619606343964239,0.2382230637408107,0.2867235677359458
40500142,0.0837242390726775,-0.1824843934993255,-0.2662086325720031,0.0001742965250544,0.00040268507512568276
40589607,-0.1997570591188207,0.5424761480939396,0.7422332072127604,2.057907372766895e-12,2.7575958795076392e-11
40626022,-0.1783682029015891,0.4038107294764118,0.582178932378001,3.233052586351846e-07,1.1400764383451248e-06
40703521,0.0402867351181291,-0.1888579854244068,-0.2291447205425359,0.0027203017469515,0.004838766824223464
40735323,0.0350986398780193,-0.1319317714933316,-0.1670304113713509,0.0005891027078455,0.0011723727156133217
40779729,-0.0965123612742693,0.2279341838937087,0.324446545167978,1.5266526547691935e-09,9.298702533594178e-09
40867253,-0.2306037231559416,0.5453435957958022,0.7759473189517437,3.426874256507774e-10,2.5511175020668983e-09
40918470,-0.0406537066153787,0.1457090257736541,0.1863627323890329,0.0900331226533369,0.11600421572641485
40994220,-0.0551233010072055,0.1416828496804645,0.19680615068767,2.2017716569732905e-05,5.900748040688418e-05
41137061,-0.0437494213776378,0.1539286801676772,0.1976781015453149,8.456796346308425e-05,0.00020479711633831246
41153362,-0.1108338033826571,0.282526855377365,0.3933606587600221,3.396058646016315e-11,3.5926725676277856e-10
41198839,-0.063986877938151,0.2193806201242041,0.2833674980623551,2.0267199525011918e-07,7.40674019004981e-07
41216727,-0.0743020303039386,0.0568933933354661,0.1311954236394048,0.0695689716161113,0.09409412215439467
41252049,-0.0068542096817684,-0.0324986076679534,-0.0256443979861849,0.8600854920375317,0.8768923292150838
41337795,-0.0122751993687052,0.0296198344246642,0.0418950337933694,0.3871678699167985,0.43966520821060173
41357226,0.0706454845373789,-0.2366122796068812,-0.3072577641442602,0.002647310633515,0.004750977119076027
41388608,0.01435664973063,0.0986269911437965,0.0842703414131664,0.4273203068173739,0.4771743426127341
41505248,-0.020197584501438,0.0300546689707085,0.0502522534721466,0.4625611629747627,0.5080589822837558
41507856,0.0025254338285037,0.0751445961886611,0.0726191623601574,0.322095107639802,0.3734126261586612
41533176,-0.2644933239229656,0.6559636004916904,0.920456924414656,2.609684362983775e-15,1.0490931139194776e-13
41582171,-0.0120085231540783,0.1539887061056477,0.1659972292597261,0.0141932110827357,0.022822683421039006
41584451,0.1055208208583807,-0.1769923937244222,-0.2825132145828029,0.0011458137370831,0.0021934148681305057
41668898,-0.0253169787290935,0.0260920842298677,0.0514090629589613,0.8619445554933161,0.8768923292150838
41685329,-0.0586323287935975,0.0889265711617415,0.1475588999553391,0.0843508805971437,0.11009433116899925
41715136,-0.0006696416658987,-0.0354372590517275,-0.0347676173858287,0.2060093464791369,0.24944505206208745
41727459,-0.182709007971452,0.4843175156415342,0.6670265236129863,5.771596542880109e-14,1.5872073595361817e-12
41809788,0.0122338728777084,-0.0209376349803082,-0.0331715078580167,0.8258430370073673,0.8512535919922093
41836241,0.0483468753990425,-0.1363170853129676,-0.1846639607120102,0.0003155341950455,0.0006606497208765156
41836296,-0.1174873377359271,0.299756912767537,0.4172442505034641,2.9374695086648187e-09,1.640087142337857e-08
41862905,-0.0139572384599531,0.094555871946291,0.1085131104062441,0.1237875774066353,0.15454225502319066
41870815,-0.0931238613498042,0.269068029121227,0.3621918904710312,0.000568852457133,0.0011549428675124546
41971137,0.0063546290172134,0.0449535785906658,0.0385989495734523,0.4191013006883841,0.47061095775623013
41981124,-0.2795447939725797,0.6780719387641304,0.95761673273671,6.808827983610514e-16,4.561914749019044e-14
41992284,-0.0752047590805756,0.1806330201489213,0.255837779229497,0.0002462945655356,0.0005323140609962968
42030617,-0.0589485404452868,0.1570107973158259,0.2159593377611128,1.5009004737761397e-05,4.076770205797352e-05
42052292,-0.0934813962353886,0.1974011492063667,0.2908825454417554,0.0002532166567826,0.0005414526384393893
42059994,0.0096593542384705,-0.1133651643892198,-0.1230245186276903,0.1220643811341172,0.15334337879973473
42159275,-0.0968410578450423,0.2079362916389865,0.3047773494840289,7.077671557750113e-05,0.00017563110902565096
42164400,-0.0874387150238602,0.2194466841004114,0.3068853991242717,1.3332110747742754e-05,3.670896246981224e-05
42215586,0.1669888954693621,-0.4321526320870225,-0.5991415275563846,3.5927067728417236e-09,1.900352793003122e-08
42220482,0.0679537312309268,-0.0919662495598819,-0.1599199807908088,0.0797726938871091,0.10479942138110411
42244509,0.0147618729858305,-0.0552340717355924,-0.069995944721423,0.1131886984483446,0.14308759992526582
42251607,0.0401462289780863,-0.1150616763984107,-0.1552079053764971,0.073857334768256,0.09896882858946303
42279297,-0.1412550782031573,0.3126488755737931,0.4539039537769505,2.9876993341366085e-10,2.3097214083133014e-09
42319469,0.0134013389132037,-0.0035764412253856,-0.0169777801385893,0.5329986244627063,0.5759823845000213
42371282,-0.2153493818312156,0.5190107226638582,0.7343601044950738,2.7747559177660763e-16,4.290150979481997e-14
42421957,-0.2081565227044793,0.5029409077563372,0.7110974304608164,1.7185639440939346e-10,1.6449112036327661e-09
42436233,-0.1143600034374603,0.2975100087245791,0.4118700121620395,0.0030194284862802,0.005323729173178248
42436798,-0.0276522795464685,-0.021962405624485,0.0056898739219835,0.6504877323124023,0.6899507667473922
42482080,0.0300355359754954,-0.0513198442945428,-0.0813553802700383,0.9669733380530168,0.9669733380530168
42493447,-0.0127150952523952,0.0536664118282332,0.0663815070806284,0.0021757969746754,0.004012249467061977
42500328,0.055286257107035,-0.1193542748403773,-0.1746405319474123,0.0033355271511228,0.005779663425652438
42555166,-0.1424872153228441,0.3428578826810504,0.4853450980038946,1.3444951618290978e-12,1.930310910911776e-11
42576531,-0.1123263908047584,0.3057563420136222,0.4180827328183806,1.4078481327968556e-08,6.431306243003818e-08
