comparison,tested_lists,nominal_p05_penalty_0,nominal_p05_penalty_0.01,pvalue_spearman_rho,pvalue_spearman_p
penalty_0_vs_0.01,200,58,56,0.9862596564914125,8.439845846464795e-157
