pmid,max_micro_abs_rho,normal_mucosa_elevation_significant,m0_global_q,m3_global_q,raw_gene_count,tcga_mapped_count,normal_looking_minus_primary,mannwhitney_pvalue,class_0.3,class_0.4,class_0.5
39380003,0.4626538147222541,True,0.0532515490858192,0.2065580169157886,11,10,0.2350181323941966,5.182727359042447e-07,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
40348840,0.4583836711089272,True,0.2302979160716877,0.7286906182135403,4,4,0.1287503824570183,0.0150554660843254,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
37919060,0.4488439754506816,True,0.4154800509528186,0.5669627149165464,3,3,0.8184961834632747,3.4031595927084584e-15,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
38217031,0.4481041296037293,False,0.0584387948623275,0.0501356371779406,3,3,0.009048421265065,0.4511111316040099,microenvironment_correlated,microenvironment_correlated,unclassified
34339395,0.4413835548914753,False,0.6344446857617999,0.2858738917631054,5,5,-0.1181868793635674,0.0283738512467534,microenvironment_correlated,microenvironment_correlated,unclassified
34901008,0.432263259347721,False,0.4154800509528186,0.3156893229226542,4,4,0.0711612376659379,0.2822239393139852,microenvironment_correlated,microenvironment_correlated,unclassified
36527532,0.4304364566439544,True,0.930478161917514,0.6100840875145762,12,9,0.5808101111622127,7.625182498204208e-13,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
33985530,0.4256240676786319,True,0.6123626100707422,0.301771865448804,3,3,0.3265366127019442,6.079829892435216e-07,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
41582171,0.4164837346431893,True,0.9574327827948697,0.8242975458123751,3,3,0.1659972292597261,0.0141932110827357,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
37849225,0.4048513541799287,False,0.000395202933894,0.001050262989971,11,11,0.0480419275442824,0.4844605391317067,microenvironment_correlated,microenvironment_correlated,composition_adjustment_persistent
38387404,0.4018158283237035,False,0.2560288298240451,0.5916875789730984,5,5,-0.0550957944523942,0.3232527211522739,microenvironment_correlated,microenvironment_correlated,unclassified
40376515,0.4000432809820466,False,0.0074039549803467,0.0173488506954868,9,9,-0.5458549268091981,6.303318509412162e-13,microenvironment_correlated,microenvironment_correlated,composition_adjustment_persistent
36211359,0.3609566083493453,True,0.0029304846193526,0.0192248318557628,4,4,0.3610945843694789,3.129092301677792e-06,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
36428492,0.3458270690482715,True,0.5607437167031651,0.4365349039660387,11,10,0.119949999265001,0.0157576780207181,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
32929335,0.3352676191976433,True,0.6616316493270334,0.9251908389167466,4,4,0.1230666827215143,0.0499709562630578,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
40018511,0.3271328599758502,True,0.6059235694283235,0.8395982292015017,4,4,0.1628044987835911,0.0294147884632987,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
36358715,0.3204528226506272,True,0.4205557860750838,0.988406301015132,9,8,0.1881421125346051,0.030307169667294,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
37423913,0.3156800462650269,True,0.5063848913887254,0.8125686029325729,3,3,0.4370468671902028,2.6937245519810917e-09,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
35281080,0.3133298026245414,True,0.4599376051499331,0.4832714136649519,16,16,0.1379148277450419,5.240384108954587e-05,microenvironment_correlated,microenvironment_correlated,microenvironment_correlated
