pmid,model,n,events,coef,hr,pvalue,qvalue_global
35730624,m3_microenvironment,402,107,0.31850206999183345,1.3750664675572564,0.12113193795839361,0.3047344351154556
35804889,m0_score,402,107,0.16071437222249624,1.1743494940696957,0.39561218429163636,0.595527636795349
35804889,m1_clinical,402,107,-0.02415191234010831,0.9761374111756033,0.8989320213654163,0.9574327827948695
35804889,m2_purity,402,107,-0.1471216086463323,0.863188999787562,0.4861503767403872,0.6659594201923112
35804889,m3_microenvironment,402,107,0.013710342630123981,1.0138047603841098,0.9593366052538279,0.9776678779656846
35846128,m0_score,402,107,0.08713616319176788,1.0910452298053746,0.7126232202087444,0.8458435848175007
35846128,m1_clinical,402,107,-0.07229460760308865,0.9302567947125072,0.7555990552315011,0.8769078982376741
35846128,m2_purity,402,107,-0.12565762302807865,0.88191674308328,0.5997702011439912,0.7473771976872164
35846128,m3_microenvironment,402,107,0.014481057485444091,1.0145864159514189,0.952202810391088,0.9743606456475261
35918812,m0_score,402,107,-0.07266396174426881,0.9299132639591778,0.6840933360442685,0.8219467244822632
35918812,m1_clinical,402,107,-0.2110275624870342,0.8097517478016434,0.23054653966413788,0.4250848805862148
35918812,m2_purity,402,107,-0.23770450902189516,0.7884356322922229,0.17789983876085108,0.37650759526106053
35918812,m3_microenvironment,402,107,-0.20396426958698688,0.8154915085151532,0.3334849029709554,0.5282929155975531
35949618,m0_score,402,107,0.6624150689446046,1.9394706382223668,0.007799236858760941,0.04777734995355406
35949618,m1_clinical,402,107,0.35183012537739544,1.4216669980598535,0.18482340966115066,0.38305369877958684
35949618,m2_purity,402,107,0.3207060077353064,1.3781003704834158,0.2391007417941478,0.4365349039660387
35949618,m3_microenvironment,402,107,0.4208130681259816,1.5231995172538508,0.13020452115526854,0.31564732401277223
35958598,m0_score,402,107,0.719772186420862,2.053965236168565,0.0003537884899209238,0.005340203621447906
35958598,m1_clinical,402,107,0.5629684802388735,1.755877058009506,0.006619754408692806,0.04203018672185909
35958598,m2_purity,402,107,0.5862028949911635,1.7971514704633857,0.013305478967703288,0.0713448908935941
