pmid,model,coef,hr,pvalue,qvalue_global
32096345,m1_plus_both,-0.7566647765916461,0.46922880301279746,0.0007932277991852252,0.011051841735207986
32117435,m1_clinical,0.037644148531358605,1.0383616646033609,0.8763545323918505,0.94058854865109
32117435,m1_plus_tumor,-0.05309343810032537,0.9482914017954169,0.8474282840600624,0.9311514058664638
32117435,m1_plus_normal,-0.11634805065388026,0.8901653467432366,0.6817125712647675,0.8410389382329709
32117435,m1_plus_both,-0.2728704705707457,0.7611913779283602,0.40522574495561847,0.625773391248673
32467671,m1_clinical,-0.1793029953688892,0.8358526015575913,0.21457270059922132,0.4383906215743282
32467671,m1_plus_tumor,-0.16522316088819478,0.8477045084871312,0.2771630368141945,0.4995523616533748
32467671,m1_plus_normal,-0.16988039606485758,0.8437657282629857,0.24062806342091497,0.4627462758094519
32467671,m1_plus_both,-0.15883440078793165,0.8531376261906214,0.2969165715345944,0.5130307931483272
32695477,m1_clinical,0.20210150685916148,1.223972243384012,0.14928473396431816,0.3554398427721861
32695477,m1_plus_tumor,0.20358238217793306,1.2257861364133222,0.20080640786712034,0.42431061128238545
32695477,m1_plus_normal,0.18460388173972822,1.2027419177183098,0.2659837701118784,0.4869268102734616
32695477,m1_plus_both,0.18182809769682115,1.1994079951605394,0.34636440981442396,0.5701471766492575
32763782,m1_clinical,0.24127714742359782,1.2728737601107663,0.2400241585570828,0.4627462758094519
32763782,m1_plus_tumor,0.2472782535024974,1.2805353766637628,0.3316165109924368,0.5504008481202269
32763782,m1_plus_normal,0.1936705243174832,1.2136963336451692,0.401127715287519,0.6231110140388644
32763782,m1_plus_both,0.17881949070024886,1.1958048707850286,0.543820238989305,0.735368603734152
32929335,m1_clinical,-0.3263921743655344,0.7215221694401234,0.13896636468500675,0.34312682638273273
32929335,m1_plus_tumor,-0.4235177039404876,0.6547395840931941,0.06738529097149971,0.22122419830237722
32929335,m1_plus_normal,-0.31783066009722993,0.7277260110329995,0.15223335468097793,0.35819612866112455
32929335,m1_plus_both,-0.406276006092891,0.6661262871361292,0.08162800479713063,0.24549775878836277
33208770,m1_clinical,0.008559765233718148,1.0085965047766163,0.9621235881816916,0.9797137270459693
33208770,m1_plus_tumor,0.004870893363832182,1.0048827754492033,0.9786152651924614,0.9885002678711732
33208770,m1_plus_normal,0.01694197104979116,1.01708630016249,0.9255773957008049,0.9597760107461486
33208770,m1_plus_both,0.01438561531532486,1.014489586242999,0.937228014229464,0.9642009257683329
33292266,m1_clinical,0.4574463689536452,1.5800340049912611,0.0364824943439061,0.15122277448251234
33292266,m1_plus_tumor,0.4473763852170857,1.5642029313631503,0.04659576627517257,0.17750768104827644
33292266,m1_plus_normal,0.43227063507797336,1.5407520402898613,0.053884989869805694,0.1933093806988545
33292266,m1_plus_both,0.42349398575393116,1.527288568446143,0.06525966594636087,0.21844239647317445
33313125,m1_clinical,0.021808046416402823,1.0220475799443827,0.9155450985475939,0.9586859670655434
33313125,m1_plus_tumor,-0.04323812227295665,0.957683317185231,0.8485117185958152,0.9311514058664638
33313125,m1_plus_normal,-0.07809614687341855,0.9248754983810547,0.7309906201831715,0.8778842644068373
33313125,m1_plus_both,-0.1651289629223776,0.8477843642885127,0.5107010162669353,0.7142671556180914
33391264,m1_clinical,-0.44379739038347493,0.6415954010574254,0.02887847587269336,0.12906581395617145
33391264,m1_plus_tumor,-0.4334744079299216,0.6482528825365373,0.035507716788834874,0.14844819322594668
33391264,m1_plus_normal,-0.4394498213185926,0.6443908536837611,0.030848944677635142,0.1371064207894895
33391264,m1_plus_both,-0.43196031486597947,0.6492351411574985,0.0367081138877782,0.15137366551661113
33392066,m1_clinical,-0.23589125530634605,0.7898665630601521,0.22709417648647376,0.45215387013996344
33392066,m1_plus_tumor,-0.35810446041451344,0.6990000533573376,0.09624270813016947,0.27795727979832335
33392066,m1_plus_normal,-0.34061880368810965,0.7113300129085283,0.09072309325625272,0.26677358961184333
33392066,m1_plus_both,-0.47348528507580767,0.6228277488160266,0.031024458897990825,0.13712468021211413
