iteration,adjusted_rand_index,cohens_kappa
276,0.845322547400069,0.7601254728295969
277,0.9006895504772352,0.852016278209397
278,0.9153348365126808,0.8710093518219929
279,0.9198758925943297,0.8721461187214612
280,0.8765209443740407,0.8148748090896469
281,0.9052848003939612,0.8702622555833565
282,0.8222694209048256,0.7713344919052411
283,0.9416378899706203,0.9078935249148015
284,0.9228754110496254,0.8520641671674911
285,0.8835322159813687,0.8235102874924527
286,0.8882529903143944,0.8347865993575034
287,0.8609258760137293,0.8159988959933759
288,0.9134826372307872,0.8633506422519814
289,0.9245891927821545,0.8720467943152219
290,0.9100055682182017,0.825158737462041
291,0.8828202979232982,0.8165137614678899
292,0.8861608291623447,0.8517626349191643
293,0.8467006948571999,0.8096619233209463
294,0.8701736990235223,0.8263888888888888
295,0.8688056110730783,0.8339483394833949
296,0.936670416830301,0.8990362551629187
297,0.8525037281467145,0.7876563726169044
298,0.9324805183416004,0.8989667049368542
299,0.8404015950929357,0.769329725413654
300,0.8882194631866105,0.8071182548794489
301,0.9150388047859287,0.8434189923551625
302,0.9060234514320696,0.8422346990858893
303,0.8740086943548622,0.8170675935241928
304,0.9169036813500981,0.8696279741118406
305,0.8393598120175229,0.760423865468786
306,0.9248085802955984,0.9178532311062432
307,0.8946151788422068,0.8177178271965002
308,0.9148234956800964,0.8617638927287807
309,0.8623394792750766,0.7953678727560227
310,0.8811868798318282,0.8237722023837128
311,0.8919046676923336,0.8247070762985516
312,0.9198758925943297,0.8721461187214612
313,0.8899189531715123,0.8417279582906619
314,0.857613336438698,0.7978684307239985
315,0.9319948124279236,0.888682745825603
316,0.8620692490963775,0.834619625137817
317,0.8332818163788154,0.7496290801186944
318,0.919820306485159,0.8615916955017301
319,0.8435093094489888,0.7385503065272268
320,0.8947170430489985,0.8615789230840216
321,0.8908610715602915,0.8347107438016529
322,0.8743279030689833,0.8167994870385638
323,0.8500467114984258,0.7593372518165409
324,0.890691380274811,0.8340248962655601
325,0.9111253272883084,0.8635929613968081
326,0.8855957479778347,0.8498780258960406
327,0.8322772933613563,0.7728821258233023
328,0.8519712587949008,0.794267545705335
329,0.8689834616207427,0.8082804583009997
330,0.9285695437727497,0.879612909200352
331,0.8593837025746869,0.7978034097697716
332,0.8959182082644677,0.8430865792874285
333,0.8499045408634854,0.7784751707587225
334,0.8341306626893916,0.7504159733777038
335,0.8536308375512257,0.8350288699477592
336,0.8931394939680768,0.8357814068059484
337,0.8873700352520877,0.7905186939295961
338,0.9202305721648038,0.8708487084870848
339,0.898264812056466,0.8351950192272477
340,0.8400922322392284,0.7703050349136347
341,0.8706914760371273,0.8228273032450578
342,0.8746229560529749,0.8056635202665186
343,0.8577801714037263,0.7865032952752251
344,0.8413147789104768,0.7630331753554502
345,0.930253637188358,0.8902756823481004
346,0.8411717527884365,0.7973470891672808
347,0.9080678551765685,0.8271391529818496
348,0.8986669343973419,0.8335183129855716
349,0.9004756903782342,0.842730931125399
350,0.9210718823982366,0.8906057705456037
351,0.903562921635426,0.8532446686539784
352,0.8927044782154775,0.8322460391425909
353,0.8530427026613981,0.8110661268556005
354,0.9071139832265798,0.8888477213782883
355,0.8473874937985065,0.7596931466333934
356,0.8652290267885914,0.7630331753554502
357,0.8710879450553415,0.8027436564153143
358,0.9012601702294106,0.8518655680029626
359,0.8961620002430646,0.8352478147453206
360,0.8640680347773174,0.8142213552552134
361,0.8398794368088086,0.8016320274108472
362,0.8577688472698884,0.7609635009653397
363,0.8746205503392521,0.7905377715040298
364,0.860970782100507,0.8531099380307551
365,0.8472749312053303,0.7647910258729872
366,0.8811868798318282,0.8237722023837128
367,0.8706430218984524,0.7875386818160824
368,0.8809472876952055,0.8255520359913695
369,0.9100972623470637,0.8453350316153392
370,0.8428679326191205,0.8084553290463812
371,0.8531791434718353,0.7555012224938875
372,0.9068801809072745,0.8623221661312528
373,0.8828202979232982,0.8165137614678899
374,0.8536551601940331,0.7872733999260082
375,0.9348538533768785,0.8817160274782767
376,0.9052843778936451,0.8783739533143098
377,0.892028756710484,0.7924375056402851
378,0.8944777617278428,0.8445785335527519
379,0.8430136292093625,0.7534584303520065
380,0.8598886889917713,0.7796446770417298
381,0.8734516682434894,0.8370524600552212
382,0.8286643185808765,0.7711041933711774
383,0.8801829371275415,0.8424467099165894
384,0.8979600231271722,0.8720877112836911
385,0.8747562825715061,0.8173098881023064
386,0.8612069444678425,0.8514598709557629
387,0.8778538539698049,0.8597737683462653
388,0.8605631230462917,0.7812414547443259
389,0.9153348365126808,0.8710093518219929
390,0.8609258760137293,0.8159988959933759
391,0.9169181404260531,0.8464803359371472
392,0.8714558313297063,0.817126137246834
393,0.9182127822507699,0.8616555222504035
394,0.8888534691905989,0.8178589317426347
395,0.8655917524881754,0.8176180922852453
396,0.9236048896729872,0.8974024157067575
397,0.9042521507256506,0.8890481253756183
398,0.8913265289711574,0.8617638927287807
399,0.8742712652785303,0.8536206029001419
400,0.8658750520704186,0.7995809419695727
401,0.851039025386931,0.7821845078731224
402,0.8784792131621768,0.8332175121612231
403,0.88752194749805,0.8066031219781737
404,0.849271432508818,0.7688823148747342
405,0.8932552989156476,0.8174766141911932
406,0.878471252886671,0.8392966866758047
407,0.8853978022131602,0.8422493388391408
408,0.8829563888047891,0.8346955643309762
409,0.8599077211108086,0.7924843235440069
410,0.9201160844541078,0.8631823778902723
411,0.8675312438156233,0.7992242756103126
412,0.8552273903010624,0.8256880733944953
413,0.872607000440932,0.8155406963338714
414,0.8935983133710801,0.8355638788653907
415,0.9217924635629886,0.8881014546810891
416,0.9267004440429328,0.8730964467005076
417,0.8234831130433996,0.7712508006221979
418,0.958754959431844,0.8989806226467076
419,0.8600098329218416,0.8053302433371958
420,0.8401680645356737,0.8052399721771388
421,0.9040318097836763,0.8446779351301964
422,0.8869832676074418,0.8253355396212539
423,0.8784792131621768,0.8332175121612231
424,0.8577801714037263,0.7865032952752251
425,0.8598077754979992,0.7726756080927484
426,0.9012601702294106,0.8518655680029626
427,0.9037314882132813,0.8331402085747392
428,0.8369937595710554,0.8015246515404393
429,0.850811819726027,0.803729146221786
430,0.8726764914627863,0.8227446590166994
431,0.8729151647760158,0.845986591773872
432,0.8844453980667571,0.8180246576588872
433,0.8648282102943624,0.7999363433819852
434,0.8831744791520398,0.8236904375260985
435,0.9066610537882478,0.8439149795712253
436,0.8513302927592308,0.7707999083199633
437,0.902049096072723,0.8425196850393701
438,0.9259216865681404,0.8890993946675292
439,0.8804898774076825,0.8098945367310912
440,0.8653598178269507,0.7992883860961592
441,0.8749589423084453,0.8351950192272477
442,0.842934252235119,0.7787508642544365
443,0.8411717527884365,0.7973470891672808
444,0.8563331148986902,0.8052219078977879
445,0.9010133228432201,0.8705561462715548
446,0.9027135891221082,0.862631072851321
447,0.8955182057979785,0.8523304107060452
448,0.8744694037723342,0.8184458968772694
449,0.8540655144598536,0.7463882976314479
450,0.9053210760934934,0.8704543351531415
451,0.8661278879919718,0.8138842359947888
452,0.8513606467143354,0.7780757316565722
453,0.8848815881476677,0.791260153378409
454,0.8551179750218321,0.789039211190094
455,0.9239289990535391,0.8901501281581838
456,0.8412722040718306,0.7786284185767652
457,0.8645381389124953,0.8343227944222007
458,0.8671016819111922,0.8042688041755988
459,0.8820912975385358,0.8516801853997682
460,0.9114228033643718,0.8435630808870893
461,0.8688056110730783,0.8339483394833949
462,0.8367886284486258,0.8233059457549253
463,0.8818611975737235,0.853177334250975
464,0.887734730206958,0.8435630808870893
465,0.8683316570683346,0.7854940340528221
466,0.8413767890876158,0.7672253258845438
467,0.8623263145818365,0.7699986199917199
468,0.8786237439155453,0.8240903620035182
469,0.8831900259381269,0.8330086278875591
470,0.878238058619519,0.8349002522357257
471,0.8865597477359157,0.8345436161411894
472,0.88410713386666,0.8107767165255001
473,0.8768046160141963,0.8055735580038885
474,0.908377930098456,0.8713412672885172
475,0.8737798393518322,0.8550462040224678
476,0.8859225538792984,0.7974403830218212
477,0.8499967741460663,0.7556118754525706
478,0.876114970613616,0.8257440271472463
479,0.8650612166198359,0.7729336966394187
480,0.860556724880596,0.8014350828105961
481,0.9357653636348867,0.8979023575273807
482,0.8875172856845754,0.845130727885579
483,0.8864784266021566,0.821284961129479
484,0.840443286403954,0.7835302606656445
485,0.8882407236609704,0.8196654794644065
486,0.8706914760371273,0.8228273032450578
487,0.8802984505414987,0.8470535312640576
488,0.8838930494650922,0.8269896193771626
489,0.8846744035504627,0.8161849179725197
490,0.8974404865509527,0.8267924700305392
491,0.8959182082644677,0.8430865792874285
492,0.8853347568163613,0.8000272690087715
493,0.8481596743026081,0.7689570722240192
494,0.872057863846438,0.8060135790494666
495,0.8818902025604631,0.828929005537298
496,0.878373724682546,0.8442438957350313
497,0.8558649544712886,0.7985255735152709
498,0.8665251159457619,0.7883013484283676
499,0.8957859578919071,0.8010670042499322
500,0.8891403367426824,0.8250218722659668
501,0.8940722968353465,0.808899808899809
502,0.9322040979358811,0.8806134631279273
503,0.8701721583847067,0.8447134048869605
504,0.83688622172807,0.7608535688005886
505,0.871558346141489,0.8320190378423779
506,0.8843315199565348,0.8362743314535201
507,0.9062554822082157,0.8272177511026235
508,0.868311786187497,0.8137975979890141
509,0.8746229560529749,0.8056635202665186
510,0.9031028647612522,0.8772078964768112
511,0.9016590450811486,0.850341408661491
512,0.8949083073911517,0.862907279623452
513,0.8570200863237176,0.7617083677023188
514,0.8808153959964994,0.8240088921822897
515,0.92520144914315,0.879763226045135
516,0.8891403367426824,0.8250218722659668
517,0.8854622338531142,0.8302358827734095
518,0.9204912003407577,0.8985707699400646
519,0.9004542160353078,0.8441582252372003
520,0.9043047324466063,0.8441939327284391
521,0.9068247036678994,0.8533253884585416
522,0.8938091199746545,0.833894707700826
523,0.8959665215738366,0.8432963082453795
524,0.9161128623207572,0.8895841001104159
525,0.8918903866961013,0.8447842958228715
526,0.8612134288054555,0.8088824171823807
527,0.8759308484506234,0.8350288699477592
528,0.8892417728332429,0.8511420198167187
529,0.8934953877944607,0.8551905149787311
530,0.8513606467143354,0.7780757316565722
531,0.9096668814581951,0.8793391498050863
532,0.8844953355871408,0.8067543940369928
533,0.8801829371275415,0.8424467099165894
534,0.9395206355108227,0.8725998725998726
535,0.883528937707469,0.8437571802766417
536,0.8612057144549375,0.8141177564013198
537,0.9108817468464113,0.8529952223447262
538,0.932610578842104,0.862258953168044
539,0.8661838314627903,0.8010220232442454
540,0.9166112974482892,0.8617192901590228
541,0.8454480133151664,0.776506347219739
542,0.864391228397936,0.8002904865649964
543,0.9115350914381364,0.8527991167947008
544,0.8558649544712886,0.7985255735152709
545,0.8949376571042709,0.8602375960866527
546,0.8804978607709083,0.8181652877534321
547,0.8788607143185524,0.807727522431789
548,0.8660575541644447,0.7904232539067839
549,0.863185743444079,0.8215459753921293
550,0.909624741515074,0.8436350257542311
551,0.9210758367400397,0.8811319892104421
552,0.8998677163162544,0.8351195383347073
553,0.8825738244936219,0.809220985691574
554,0.9442173935783308,0.8721461187214612
555,0.8641312824952057,0.8046239010094431
556,0.8532672564181295,0.807533681605719
557,0.8411955694647261,0.7991784573254221
558,0.872416356298345,0.8005168427256653
559,0.8614862071213857,0.8069498069498069
560,0.8573200518755185,0.7981651376146789
561,0.8826023262514581,0.8311919722404577
562,0.8879587898974611,0.8419633726875523
563,0.8781025417926765,0.7988847243806564
564,0.8685255771114769,0.8154385641120288
565,0.8893020830556851,0.8341013824884793
566,0.8650623790982731,0.7991142765831165
567,0.9053210760934934,0.8704543351531415
568,0.8687496973466659,0.8067099268259009
569,0.8891403367426824,0.8250218722659668
570,0.9363850049624196,0.8804652659647833
571,0.87772756415677,0.802247191011236
572,0.8812506891750996,0.8144282069125492
573,0.8941131706654629,0.8523985239852399
574,0.8840179351263333,0.8594057549910957
575,0.8858256100025376,0.8343990063940383
576,0.8818902025604631,0.828929005537298
577,0.8444613878526334,0.8083679335675503
578,0.8937087790365286,0.8538812785388128
579,0.908807342721523,0.8420881519669314
580,0.8621542786353128,0.7639046538024972
581,0.8682679854461243,0.787636766538941
582,0.897306850900927,0.8188897944399167
583,0.8569362579548596,0.8271784609787156
584,0.8929296918410548,0.8509548206800186
585,0.8535478572840324,0.7641937239252675
586,0.8779209274407139,0.8256880733944953
587,0.8468888481367767,0.7896758264368342
588,0.8891931821634748,0.8087344596748486
589,0.8911777484097346,0.8269265804335945
590,0.8598886889917713,0.7796446770417298
591,0.883055798688013,0.7978034097697716
592,0.9330491784983059,0.8886982330844502
593,0.8768366661033236,0.7894158579014833
594,0.9075964083938558,0.8715301674696031
595,0.8979173805483222,0.8430141287284144
596,0.8906527395185093,0.8495321389946866
597,0.8700999014889752,0.8063623789764869
598,0.8913956295249075,0.8213807269804412
599,0.8513606467143354,0.7780757316565722
600,0.9134826372307872,0.8633506422519814
601,0.8548302448455358,0.7911464245175936
602,0.9112957028201488,0.8622146695448492
603,0.8588953845672476,0.8034749207199964
604,0.8902048494407694,0.8155236821473044
605,0.8688056110730783,0.8339483394833949
606,0.8843315199565348,0.8362743314535201
607,0.8772436188510547,0.8317285220155184
608,0.866643219425087,0.7990225186132554
609,0.858603029884104,0.8031219237800591
610,0.8392184136347904,0.7719706298171205
611,0.877300801068465,0.8092036523872257
612,0.8643731250779788,0.7911653879329914
613,0.8938091199746545,0.833894707700826
614,0.8699228267621357,0.799132618123716
615,0.934978763485387,0.8805201966821378
616,0.9032328395180108,0.8091169385992819
617,0.8867607012240275,0.8270840917364397
618,0.8828202979232982,0.8165137614678899
619,0.9261093142477427,0.870496276767957
620,0.8637940358594921,0.8161004091765895
621,0.9236597688291027,0.844521675507591
622,0.873667821354304,0.8294357915525832
623,0.9019534287712322,0.8369269795252763
624,0.8764229116828582,0.8261744659439184
625,0.8380369589880796,0.7427180005513185
626,0.8882577455116829,0.8308032147389199
627,0.8538451548145581,0.7618175155734701
628,0.8177205676052143,0.7671607038911028
629,0.8958040472316894,0.8338180307436643
630,0.8894970929855611,0.8344903682589306
631,0.8616461499963454,0.7891552459091534
632,0.8763522840770401,0.7986177857110165
633,0.8641312824952057,0.8046239010094431
634,0.8753048327189522,0.8276565830649916
635,0.8783629311092257,0.8239110287303059
636,0.8704287898802556,0.8246261768506553
637,0.870060440676646,0.7968230513483561
638,0.8677979420357371,0.7971882922332335
639,0.8668273595423792,0.8062551895931359
640,0.8828202979232982,0.8165137614678899
641,0.8831744791520398,0.8236904375260985
642,0.8706914760371273,0.8228273032450578
643,0.8977009958316994,0.8628006951431446
644,0.8953979125687949,0.8354887355481424
645,0.8338131823124186,0.7371879106438897
646,0.85136428619379,0.7984148073486965
647,0.8919949718149003,0.808647318784455
648,0.9075964083938558,0.8715301674696031
649,0.8829919720785261,0.845679012345679
650,0.8869516967166565,0.8620753068824422
651,0.9115350914381364,0.8527991167947008
652,0.8661278879919718,0.8138842359947888
653,0.9331237724195566,0.8638344226579521
654,0.8081407939406151,0.768043536443929
655,0.8791451935665159,0.7985255735152709
656,0.85136428619379,0.7984148073486965
657,0.8545510983181555,0.7932119577433131
658,0.8419830894455262,0.7990867579908676
659,0.8574865298084114,0.7886612147385832
660,0.8839815786371339,0.8311127791330456
661,0.8828202979232982,0.8165137614678899
662,0.9029031125641309,0.8612331745224109
663,0.8590315548851603,0.7996265768022224
664,0.8979173805483222,0.8430141287284144
665,0.9044384442594563,0.8879080846293961
666,0.8990961532190352,0.8613422074320577
667,0.912516476026282,0.8816621910700468
668,0.9025564270810734,0.8444718905814007
669,0.8793883719499239,0.814540059347181
670,0.8793883719499239,0.814540059347181
671,0.8531213930428477,0.7799174690508941
672,0.8589877152622967,0.7936984246061515
673,0.8948986855169425,0.8413883187161784
674,0.8697422296450477,0.8080263278178993
675,0.8913493391686501,0.834193072955048
676,0.92452115701725,0.8822250407682551
677,0.9088760812494032,0.8530627238497567
678,0.8945230463813169,0.8508853681267474
679,0.8949376571042709,0.8602375960866527
680,0.865330597860253,0.8174349612049292
681,0.9061363372101244,0.8201438848920863
682,0.9232674793158899,0.8892988929889298
683,0.8513606467143354,0.7780757316565722
684,0.9174899596722284,0.8540944738281963
685,0.8605349456383709,0.7457434733257662
686,0.9108817468464113,0.8529952223447262
687,0.9086736262292691,0.8635184932441654
688,0.8801829371275415,0.8424467099165894
689,0.9313052246612217,0.8715301674696031
690,0.9105091233347927,0.854466072403129
691,0.89024460786128,0.8570088028955718
692,0.887734730206958,0.8435630808870893
693,0.8577801714037263,0.7865032952752251
694,0.8762719058098171,0.8167407339533606
695,0.8296114801905924,0.7369256588197941
696,0.8761854801685481,0.8279063448213396
697,0.8882092406020585,0.7928674351585014
698,0.8596649885152389,0.78856407427836
699,0.874101045186837,0.8277347114556417
700,0.9053494463945707,0.8516801853997682
701,0.8705231206244686,0.8304126625211985
702,0.8849499099828102,0.8454053562497158
703,0.8489601607062629,0.7712089320032945
704,0.9158563693513453,0.8883409323532149
