group_family,group,pathway,group_unique_genes,pathway_genes,overlap,odds_ratio,pvalue,qvalue
survival,lost_fdr,HALLMARK_APICAL_SURFACE,72,43,1,5.449698189134809,0.172913415982351,0.2529768716227526
survival,lost_fdr,HALLMARK_WNT_BETA_CATENIN_SIGNALING,72,42,1,5.582961181724493,0.16924901169650589,0.2529768716227526
survival,lost_fdr,HALLMARK_G2M_CHECKPOINT,72,178,2,2.616396103896104,0.18454723166656978,0.2627178931148548
survival,lost_fdr,HALLMARK_ADIPOGENESIS,72,182,2,2.5576190476190477,0.19089670547036233,0.2659501110399065
survival,lost_fdr,HALLMARK_KRAS_SIGNALING_UP,72,192,2,2.421503759398496,0.20689488214610316,0.2775626813976528
survival,lost_fdr,HALLMARK_MYOGENESIS,72,192,2,2.421503759398496,0.20689488214610316,0.2775626813976528
survival,lost_fdr,HALLMARK_TNFA_SIGNALING_VIA_NFKB,72,192,2,2.421503759398496,0.20689488214610316,0.2775626813976528
survival,lost_fdr,HALLMARK_ANDROGEN_RESPONSE,72,91,1,2.5356807511737087,0.3312599406897102,0.4029505248688266
survival,lost_fdr,HALLMARK_PEROXISOME,72,99,1,2.327536648462202,0.35457089262155894,0.4249636433626037
survival,lost_fdr,HALLMARK_DNA_REPAIR,72,129,1,1.778719190140845,0.43506581463194877,0.4840064155448931
survival,lost_fdr,HALLMARK_UV_RESPONSE_DN,72,130,1,1.7648214870619063,0.43757106600830364,0.4840064155448931
survival,lost_fdr,HALLMARK_OXIDATIVE_PHOSPHORYLATION,72,178,1,1.2824063022201002,0.5457681178466209,0.575794195527503
survival,lost_fdr,HALLMARK_KRAS_SIGNALING_DN,72,184,1,1.2398984068344494,0.557758520770155,0.5809242101312158
survival,lost_fdr,HALLMARK_HYPOXIA,72,186,1,1.226341834792539,0.5616855369468033,0.5812999525227235
survival,lost_fdr,HALLMARK_IL2_STAT5_SIGNALING,72,189,1,1.206547797422835,0.567511670909123,0.5836239896415587
survival,not_significant,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,694,189,62,12.006976975979269,2.0407836591363677e-38,6.652954728784559e-36
survival,not_significant,HALLMARK_ALLOGRAFT_REJECTION,694,189,46,7.708365708365708,1.3781459287937656e-22,1.4975852426225585e-20
survival,not_significant,HALLMARK_APOPTOSIS,694,157,40,8.130897305209231,1.4119650142597665e-20,9.206011892973678e-19
survival,not_significant,HALLMARK_INTERFERON_GAMMA_RESPONSE,694,188,41,6.63066329135023,2.202547635405608e-18,1.1967175485703803e-16
