"","Normal_urothelial","Myeloid","Tumor_epithelial","NK_cell","B_plasma","Endothelial","T_cell","Myofibroblast","Mast_cell","Fibroblast"
"TCGA-DK-A3IM-01A-11R-A20F-07",6.35331669343818e-06,0.00276192373507728,0.808203014554375,2.60761389890924e-06,8.30044683364622e-07,0.0675046020102814,0.0807415581009024,0.000911489639698714,3.38810767685647e-05,0.0398337399076207
"TCGA-DK-A3IN-01A-11R-A20F-07",0.336933284136427,0.145104696909739,0.0492743640957768,1.69801794492456e-06,1.73001801316764e-06,0.176224846274369,0.0384017394173914,0.156778335232506,0.000276562092534236,0.0970027438052994
"TCGA-DK-A3IQ-01A-31R-A32Y-07",0.0251202933915174,0.00845207224299182,1.08128939413553e-06,7.44868859452e-07,6.67078531815202e-07,0.0232753896271938,8.28218431823685e-07,0.59249087569373,0.00176070205169441,0.348897345537655
"TCGA-DK-A3IS-01A-21R-A21D-07",0.838993994002051,0.0277119717700515,2.08221003881025e-06,5.73293660803664e-06,1.52568005517064e-06,0.117397919837642,1.3329863338642e-05,0.0147526775637081,7.51427279368065e-05,0.00104562340857053
"TCGA-DK-A3IT-01A-31R-A20F-07",0.588281400045509,0.0436748361091432,3.81342343919601e-06,1.52614603532299e-06,5.85765788048667e-05,0.130630728129272,6.56116994928205e-05,0.169201318679246,0.000812161481356849,0.0672700277076998
"TCGA-DK-A3IU-01A-11R-A20F-07",0.173321727818125,0.235078682463938,0.017137069003,0.0068071792422115,0.00361533977525629,0.116251855608547,1.33339043444654e-05,0.301563837639441,0.00105130284582338,0.145159671699313
"TCGA-DK-A3IV-01A-22R-A21D-07",0.672808961026424,0.130718280402557,2.19014779128231e-06,1.74026827946018e-06,1.01546925152338e-05,0.165333354692949,0.00764380228780239,0.0150685437654117,0.000472748420989756,0.00794022429528043
"TCGA-DK-A3WW-01A-22R-A23N-07",1.98989418124202e-06,0.222925582243415,0.578453213292068,0.0559645842946212,1.16751016730177e-06,0.0992388892819787,6.10667977981716e-06,0.0239406046229982,0.000130832934130938,0.0193370292466591
"TCGA-DK-A3WX-01A-22R-A22U-07",0.00138583334929649,0.139408223483574,0.412275408488422,0.00963823828528909,1.02211649693088e-06,0.182362644673459,0.0219705212421001,0.170021174181371,0.000447220005878696,0.0624897141741132
"TCGA-DK-A3WY-01A-11R-A22U-07",1.95491180527289e-06,0.219278892738185,1.10667046151919e-06,7.76238441782297e-07,0.0288203317299495,0.0649898138901762,0.382913055309101,0.120517116061238,0.00189464896689502,0.181582303483747
"TCGA-DK-A3X1-01A-12R-A22U-07",0.706966258474201,0.0172990290323333,2.63893787375237e-06,1.29530643912634e-06,1.84244631619023e-06,0.161385649190381,0.0117978902665235,0.0606877621309368,0.000264747579811178,0.0415928866351854
"TCGA-DK-A3X2-01A-11R-A22U-07",0.602168914653312,0.00380165895698044,0.103707791878679,2.26784050512623e-05,1.47467266973499e-06,0.0681873778488051,0.211554110144292,0.00556269675428686,4.6034065901888e-06,0.00498869327933391
"TCGA-DK-A6AV-01A-12R-A30C-07",0.697426367505863,0.0189222112062815,1.98001451645237e-06,1.38631870562198e-06,1.86860646302267e-06,0.16027918198412,0.0678764631324009,0.0305748584478873,0.000172179031490271,0.0247435037522718
"TCGA-DK-A6AW-01A-11R-A30C-07",0.590165352458419,0.00162696003041321,0.000946083375867059,7.46281221256907e-07,3.43759976558277e-06,0.202938997602942,0.0349425765747553,0.0630056158704695,0.000118387334857029,0.106251842871291
"TCGA-DK-A6B0-01A-11R-A31N-07",0.645811909409646,0.00235571361482091,0.124586191218905,8.72283057320431e-07,2.50146928971349e-06,0.14729444314678,0.0643681886404532,0.014436079789345,8.99276521140963e-05,0.00105417277558878
"TCGA-DK-A6B1-01A-12R-A30C-07",0.679161475435955,0.107297242343621,1.25805189631854e-06,7.02841793867266e-07,1.90315994711777e-06,0.0814133498128481,0.00123247836834013,0.0224519110932906,0.000227917253660235,0.108211761638647
"TCGA-DK-A6B2-01A-11R-A30C-07",0.510146963506405,0.142072535607992,1.31923037263428e-06,9.9899770999089e-07,1.79156401183571e-06,0.157269967001713,2.26694732503523e-06,0.0855486793719499,0.00114493258285067,0.10381054518967
"TCGA-DK-A6B5-01A-11R-A31N-07",0.410725205861412,0.108366267902159,0.1375847236067,0.107888430751507,1.5453803466265e-06,0.160312514852876,1.08182923615713e-06,0.0369895393288785,0.000202268645533938,0.037928421841351
"TCGA-DK-A6B6-01A-11R-A30C-07",0.861735859393025,0.0834011317184301,1.09639428988076e-06,1.85592710148019e-06,4.5759398755031e-06,0.0421262720661036,4.68593164892956e-06,0.00173295497595907,0.000170913403026324,0.0108206542505397
"TCGA-DK-AA6L-01A-11R-A39I-07",0.657983494574226,0.0854669915842397,0.0173632665837917,0.00476017608348405,1.01019965129368e-06,0.150176992455564,2.90783741635104e-06,0.0587172986628147,0.000198286225199651,0.0253295757936122
"TCGA-DK-AA6M-01A-11R-A39I-07",0.156533341209265,0.26726915010544,0.142696866307661,0.000608377724855995,1.89077152106832e-06,0.0915746797876428,0.0559295254360268,0.217103573726911,0.00168775433547627,0.0665948405952007
"TCGA-DK-AA6P-01A-11R-A39I-07",0.82663051959589,3.9923860461149e-05,1.18319931545773e-06,7.88077402251385e-07,1.75959342541745e-06,0.11128936916541,0.035155800288377,0.00789171362660194,0.000265787877200724,0.0187231547159166
"TCGA-DK-AA6Q-01A-11R-A39I-07",0.226736256271583,0.170972257412786,0.347368165528868,2.69916139559996e-06,1.27991852546523e-06,0.214379515062076,7.22586710173471e-06,0.00777251065984631,0.00296418854975734,0.0297959015680602
"TCGA-DK-AA6R-01A-11R-A42T-07",0.0233277831224439,0.00782059883790476,0.640677217040055,0.109368381005017,1.08496698499632e-06,0.0996905533618902,3.68322617039484e-06,0.0853912617706351,6.94125862126225e-05,0.0336500240826858
"TCGA-DK-AA6S-01A-21R-A39I-07",0.3773437252648,0.070597240516173,0.000320198878897517,1.1853857165844e-06,1.19037727292126e-06,0.112464192594925,6.28838503652127e-06,0.27145718412264,0.000502844708497087,0.167305949766041
"TCGA-DK-AA6T-01A-11R-A39I-07",0.0239867419935177,0.0949543315659954,1.34536397227524e-06,6.94384821711216e-07,0.0230538174465263,0.0204493176328712,0.78076341533454,0.0365519785923016,4.95960494033054e-05,0.0201887616360505
"TCGA-DK-AA6U-01A-11R-A39I-07",0.726679644994528,0.0042887085288197,3.66249587861765e-06,0.0102139703249207,2.5179994799769e-06,0.0865636797202397,0.096094810519811,0.0428027733213519,0.000328377953015781,0.0330218541419548
"TCGA-DK-AA6W-01A-12R-A39I-07",0.239321372920153,0.0502995475190089,2.38314605374533e-06,1.13971136428236e-06,2.22496209293155e-06,0.166808727881147,0.50011711543906,0.0167493426007455,9.24301439841915e-05,0.0266057156763911
"TCGA-DK-AA6X-01A-12R-A42T-07",0.472945787113148,0.224291839625651,2.17736369918389e-06,1.9945848976944e-06,2.58808606963272e-06,0.152522854050819,4.76257895635163e-06,0.0746065796610907,0.000836153410705032,0.0747852635249632
"TCGA-DK-AA71-01A-31R-A39I-07",0.727867588594452,0.00625046485282911,0.118485869745109,0.0173292277801773,1.39410981740911e-06,0.0396324523479784,0.0392342852511059,0.0432351627676945,1.75649613454702e-05,0.00794598958949174
"TCGA-DK-AA74-01A-11R-A39I-07",3.03252827343173e-06,0.32259469583061,0.0910985643772571,0.0183774079943334,8.48980231153521e-07,0.0379408886303229,8.91542362578746e-07,0.400866459915179,0.00184464667253162,0.127272563528899
"TCGA-DK-AA75-01A-11R-A39I-07",0.664164090444381,1.42033232378611e-06,1.08008093328515e-06,1.48542744839306e-06,1.58665476067668e-06,0.0625925354096403,0.250727648853041,0.0217329147315069,0.000135593288503406,0.000641644777461901
"TCGA-DK-AA76-01A-11R-A39I-07",0.907424273664416,1.72409584364906e-06,2.62291000048144e-06,7.95702207529229e-07,1.98057076170256e-06,0.0728227881462743,0.00419655229253124,0.00462934786427355,2.84345074334342e-05,0.0108914802462579
"TCGA-DK-AA77-01A-11R-A39I-07",0.742018435708894,0.0798672358824568,2.62865396273054e-06,1.11858000539403e-06,1.58729947701675e-06,0.145870291479481,0.0110968146767912,0.0169021018146122,8.64249378027836e-05,0.00415336096651637
"TCGA-E5-A2PC-01A-11R-A206-07",0.596741254858667,0.0915023457018834,0.126269978411007,2.0275538939751e-06,8.29880003959536e-07,0.161425906126951,1.31103172231615e-06,0.0142703015562753,1.76507736367915e-05,0.00976839410595921
"TCGA-E5-A4TZ-01A-11R-A31N-07",0.510461717864214,0.0162309657438628,0.244600976237002,0.078382508045515,1.53858034836525e-06,0.118484959575321,0.0234567377818668,0.00325489516843967,0.000254312430975735,0.00487138857245443
"TCGA-E5-A4U1-01A-11R-A31N-07",0.812973000741087,2.16071223393945e-06,3.43319910649581e-06,8.33968431605345e-07,4.99861495471307e-06,0.035321756947018,0.129805040817174,0.0215067134852584,0.000376005307430252,6.05620730518941e-06
"TCGA-E7-A3X6-01A-12R-A22U-07",0.470857441555112,0.0932940909675259,0.179395706998794,0.0474357468690833,1.09624527681294e-06,0.149952636897305,1.37590806204204e-06,0.0432041754090013,0.000161486427555041,0.0156962427222849
"TCGA-E7-A3Y1-01A-11R-A22U-07",0.544367558585205,2.18128224208205e-05,0.173674072303842,1.01386991302552e-06,7.08754135219145e-06,0.110957542737905,0.104909524557183,0.0614188091643614,0.00036212124755576,0.00428045717026218
"TCGA-E7-A4IJ-01A-31R-A26T-07",0.739939807254822,0.0328287577374329,1.41556048941617e-06,1.52053245961716e-06,2.50572385596412e-06,0.185649842079064,0.0122866745425625,0.0218911945035299,5.1442141535527e-05,0.00734683992424868
"TCGA-E7-A4XJ-01A-11R-A26T-07",0.645221509040049,4.58468485188781e-06,1.41417179354855e-05,1.0194747308988e-06,4.28316476495293e-06,0.269818126055732,0.0484364527939617,0.0256905896112349,0.000248893804895135,0.0105603996518432
"TCGA-E7-A519-01A-11R-A26T-07",0.529515871077178,0.0206073410037571,0.325545489032105,1.25102573557029e-06,0.000694371595610156,0.0183758831927916,1.06314391530105e-06,0.100154064696115,0.000273767576644686,0.00483089765614796
"TCGA-E7-A541-01A-11R-A26T-07",0.661475427272666,0.139981915478142,2.72243266871773e-06,2.10622769701575e-06,2.67080956239406e-06,0.115314384115774,0.0134397929901109,0.0461510776359501,0.000614247072757555,0.0230156559646708
"TCGA-E7-A5KE-01A-11R-A28M-07",0.758636179604671,0.000321657057114465,3.25706263833012e-06,1.33647813927316e-05,3.10839317113973e-06,0.122069422391522,0.104873939319658,0.00849643017759482,3.17807754085641e-05,0.00555086043682886
"TCGA-E7-A5KF-01A-11R-A28M-07",0.830239375271617,0.000502640652419945,0.00439129223909213,7.91618384202944e-07,2.5356558386191e-06,0.157923941889112,0.00433598709366332,0.00195354832254207,6.3306740992616e-06,0.000643556583231604
"TCGA-E7-A677-01A-11R-A30C-07",0.568863056930341,0.0632290379311686,8.03157490479298e-06,9.23529091291071e-07,1.53848284682263e-06,0.214813745496044,6.72638851929005e-06,0.0562439542173142,0.00220198415071596,0.094631001299053
"TCGA-E7-A678-01A-11R-A30C-07",0.542982003704265,7.33952958532104e-05,0.314293824738368,7.20298852265686e-07,4.56779163760381e-06,0.0509220881536098,0.0858616908757984,0.00561907660612469,4.88395088189428e-05,0.000193793026672041
"TCGA-E7-A6MD-01A-41R-A352-07",0.603414428155494,0.0420460544306256,1.51856068911167e-06,1.13167179360299e-06,0.00138580464343303,0.149287716485809,0.00395738263203061,0.116359044870898,0.00159339504562763,0.0819535235035994
"TCGA-E7-A6ME-01A-22R-A32O-07",0.636971027934987,0.132894896642482,1.14152771266584e-06,1.70618709937235e-06,2.21613876319113e-06,0.123409840197245,0.0678056929249324,0.0286460738425426,0.00065447714801957,0.00961292745621583
"TCGA-E7-A6MF-01A-12R-A32O-07",0.427619678188707,0.0105900378047363,0.205748300417923,1.32782796818897e-06,2.63573112554176e-06,0.226372022445593,0.0816717608182622,0.00128524662772937,7.14777716802694e-05,0.0466375123662757
"TCGA-E7-A7DU-01A-11R-A32O-07",0.819920542400762,3.05921695895636e-06,0.000183571793682243,1.39054834088918e-06,1.81600039945945e-06,0.140638427453949,4.127766311357e-06,0.0360485603207926,0.000238149051662546,0.00296035544714007
"TCGA-E7-A7DV-01A-11R-A33J-07",0.094840546310411,0.454938281913336,1.14003651652441e-06,0.0131535682904686,1.16935859881369e-06,0.129900032875158,1.41075651808454e-06,0.241570828680395,1.70547203300531e-05,0.0655759670582675
"TCGA-E7-A7PW-01A-11R-A352-07",0.83704124497393,0.0138088123327513,1.4336433405128e-06,2.63666687280013e-06,2.37879795576692e-06,0.0669998341203243,0.0550174757151983,0.0263168102763827,4.82903954700697e-05,0.000761083077774443
"TCGA-E7-A7XN-01A-11R-A352-07",0.0515862574766572,0.234352034413249,0.563657153272998,0.0560312701309392,9.79211515559671e-07,0.0785550263516552,2.79426372535763e-06,0.0139480019918624,0.000122147861540531,0.00174433502585693
"TCGA-E7-A85H-01A-11R-A352-07",0.610308982957691,0.0515118827361641,1.11477199801251e-06,5.91982761044841e-07,2.17084892455093e-06,0.0835553521353703,0.188520377978379,0.0479768387440071,4.52032092697654e-05,0.0180774846354359
"TCGA-E7-A8O7-01A-11R-A36F-07",0.730766262935612,0.0639226081058505,0.0294321925824142,5.69834248455046e-06,2.74830663870598e-06,0.137821889699146,2.19560613634313e-06,0.0140486648098598,9.72353967579193e-05,0.0239005042150994
"TCGA-E7-A8O8-01A-11R-A36F-07",0.624374735045827,0.00017424003392439,3.70780708764717e-06,6.58478758871152e-07,1.49409505378507e-06,0.0820077931768121,0.261861224053798,0.0311621602624688,0.000123705713139719,0.000290281333129518
"TCGA-E7-A97P-01A-11R-A38B-07",0.178136171057351,0.187988996540232,0.228966847295059,0.00801992047265788,1.12606309558878e-06,0.167967062365374,3.74291482744947e-06,0.152924574389848,0.000290202774104009,0.0757013561274503
"TCGA-E7-A97Q-01A-11R-A38B-07",0.769213694840672,0.00890258631877242,7.27094121228007e-07,5.5706992238858e-07,1.44999289690699e-06,0.0779124176756639,1.05859742097089e-06,0.0649508119619669,0.000519418534578348,0.0784972779139844
"TCGA-FD-A3B3-01A-12R-A206-07",2.84744719882007e-06,0.202952291451721,0.419345885811962,0.00289317516382802,1.33133512340091e-06,0.0834563845578262,0.00786172635756561,0.151504528304329,0.00094079247701806,0.131041037093428
"TCGA-FD-A3B4-01A-12R-A206-07",2.07359371283498e-06,0.0702553459477986,0.602225090426136,4.14537052810565e-06,0.00034855454838386,0.0904763923741425,9.36478911897819e-06,0.154412570898987,0.00148374625880339,0.0807827157923886
"TCGA-FD-A3B5-01A-11R-A20F-07",0.122367433277154,0.00883721677095792,0.714852350604907,0.0266793529805493,7.28640868966832e-07,0.0489425664361888,1.28888577333461e-06,0.0454351671273613,9.8352143171805e-05,0.0327855431330676
"TCGA-FD-A3B6-01A-21R-A20F-07",0.20173072925283,0.349054175115368,7.78935816655522e-06,3.72188899847653e-06,1.61704496016798e-06,0.148985242189957,0.122494180883804,0.113032910085481,5.10372091411405e-05,0.0646385969712931
"TCGA-FD-A3B7-01A-31R-A20F-07",0.000836026532295669,0.23453740981838,0.182957033572051,2.57875851775532e-06,1.99035194520787e-06,0.181440677865925,0.0253814264134054,0.184796057369248,0.00134626243100309,0.188700536887229
"TCGA-FD-A3B8-01A-31R-A20F-07",4.60841992392328e-06,0.269381682768419,0.0429957505176454,9.14016738865883e-06,1.52471535297024e-06,0.0508747976041835,2.65925608984332e-06,0.376033487516041,0.00342642591588927,0.257269923119066
"TCGA-FD-A3N5-01A-11R-A21D-07",0.0326063715104527,0.0588680415347494,0.73591625069415,0.00371486258410726,7.22115494615354e-07,0.0944391950014635,2.47549185057535e-06,0.0470017735572013,7.08262220327393e-05,0.0273794812884979
"TCGA-FD-A3N6-01A-11R-A21D-07",1.825835510222e-06,0.0176777703439051,0.930412758045013,1.70680352608119e-06,7.31560514710504e-07,0.0313773590579877,1.34832739193363e-06,0.00709193356996286,0.000116882852705914,0.0133176836034827
"TCGA-FD-A3NA-01A-11R-A21D-07",0.640307853648916,0.0968990390821906,3.12968175327474e-06,0.00398072424518145,1.2368246398916e-06,0.115399981117412,2.57163637177097e-06,0.102691697219692,0.000561707177420162,0.0401520593664232
"TCGA-FD-A3SJ-01A-12R-A22U-07",0.552959379451156,0.0285048383376678,1.05693618121587e-06,7.95740616530662e-07,1.64753217396101e-06,0.0449790466621887,0.0856420977127266,0.255036728724027,0.000479093519451839,0.0323953153838101
"TCGA-FD-A3SL-01A-21R-A22U-07",0.467601019811764,0.0377835260770687,7.24000704748743e-07,6.07265735781382e-07,8.57424277179679e-07,0.0433409183937687,8.09897110434782e-07,0.310756140762111,0.00129079959548127,0.139224596771979
"TCGA-FD-A3SM-01A-11R-A22U-07",0.618611670984624,0.147958094690822,2.53547328748681e-06,1.38408400290651e-06,6.47497099508572e-07,0.0539451883865159,8.25515550837355e-07,0.098629957404507,0.000236437598891948,0.0806132583646983
"TCGA-FD-A3SN-01A-12R-A22U-07",0.537824816397122,0.0560660432417305,2.61425065760338e-06,1.69765576099299e-06,1.66634600783893e-06,0.16949546153128,2.95938654364338e-06,0.123583486694468,0.000294190882816936,0.112727063613613
"TCGA-FD-A3SO-01A-11R-A22U-07",0.0515906359370833,0.14950879116871,0.417868460474767,0.0708523795177739,1.23199813822457e-06,0.104999747437084,3.23802658060824e-06,0.0913483277300794,0.000270907447945426,0.113556280261838
"TCGA-FD-A3SP-01A-31R-A22U-07",0.001694258057842,0.208268834721668,1.71092855774643e-06,1.03880250337588e-06,1.0466468831086e-06,0.128206585937898,6.92144936220308e-06,0.385060680214211,0.00150627562536051,0.275252647615713
"TCGA-FD-A3SQ-01A-21R-A22U-07",0.324317594051031,0.106699058329986,2.0704612806981e-06,1.21445471575351e-06,1.41400301686814e-06,0.0785879569926484,7.65434269706425e-07,0.299180089918431,0.00126415790699796,0.189945678447623
"TCGA-FD-A3SR-01A-11R-A22U-07",0.562878654610731,0.0898010640878618,1.25892567204335e-06,1.7654711843042e-06,1.02612800016921e-06,0.0662189184436918,2.33492321024798e-06,0.161613519955645,0.00119291705396767,0.118288540400036
"TCGA-FD-A3SS-01A-12R-A22U-07",0.561329607306411,0.0531170953291324,4.55538876381009e-06,0.00110873251654663,2.03931744186303e-06,0.162133810732441,0.036143498915622,0.110057929669101,7.52563047118232e-05,0.0760274745198278
"TCGA-FD-A43N-01A-11R-A23W-07",0.677689905909669,0.0190372786926623,1.44180845527435e-06,7.08044375905469e-07,1.17725917870433e-06,0.150832258535137,1.95567375411998e-06,0.0640802951226033,0.000304315640545039,0.0880506633136193
"TCGA-FD-A43P-01A-31R-A23W-07",0.710959616109705,0.12574933688104,1.19538075151045e-06,0.00274201378522393,1.67297671384366e-06,0.0701129373712005,0.0276192593922907,0.0266783363775776,0.000204767142814608,0.0359308645826819
"TCGA-FD-A43S-01A-21R-A23W-07",0.345279956699093,0.105296953665166,2.75223265387154e-06,1.65614793186294e-06,0.0163775883913468,0.0641875163387878,0.0148114926656682,0.226805779487702,0.00708792181450004,0.22014838255715
"TCGA-FD-A43U-01A-11R-A23W-07",0.335909324449776,0.231336231714784,2.16917875514922e-06,0.0259328438960976,5.95458790926351e-06,0.038122817772709,1.32876460887931e-06,0.291231768003037,0.00126110403306077,0.0761964575992628
"TCGA-FD-A43X-01A-11R-A23W-07",0.728749070000963,3.7692316043988e-06,0.0682222119800625,1.08915023153543e-06,1.8335225903089e-06,0.164558524930503,0.00212106141589203,0.0361581515610548,0.000135096106607253,4.91921004914063e-05
"TCGA-FD-A43Y-01A-21R-A26T-07",0.0563997482605349,0.205836703694744,0.482142142603675,4.04301385484154e-05,6.82208254619591e-07,0.0938832211241371,1.64973629742389e-06,0.0925624803764952,0.000137556141170725,0.0689953857161425
"TCGA-FD-A5BR-01A-11R-A26T-07",0.54887182128142,0.047176787940352,0.0130201554584545,1.92479076764217e-06,0.00218160049008912,0.137611150468993,0.00797883234762056,0.113692605087161,0.00196786260772363,0.127497259527419
"TCGA-FD-A5BS-01A-21R-A26T-07",1.9257063423667e-06,0.492389752568894,1.06462197242407e-06,0.00791056855983983,0.0310152990997776,0.0579463843739189,8.07475385517893e-06,0.244597920272309,0.0013794660033085,0.164749544039782
"TCGA-FD-A5BT-01A-11R-A26T-07",3.41242819535304e-05,0.252269462910866,8.7223795315825e-07,0.00153376317159383,2.48834080496859e-06,0.0614445428167941,2.09938950332105e-06,0.490132775080449,0.000756203539690619,0.193823668230392
"TCGA-FD-A5BU-01A-31R-A26T-07",1.91387441532677e-06,0.0883311950821101,0.593007140680012,0.0627183428622122,1.82782963740888e-06,0.0348442900210349,1.25950268920634e-06,0.153841237706223,0.000657617456908945,0.066595174984757
"TCGA-FD-A5BV-01A-11R-A26T-07",0.703397818075599,2.08010575285713e-05,1.5855029076141e-06,1.01747277465445e-06,2.7905335570407e-06,0.174399329980581,0.0480070448383774,0.0312861516137479,0.000258404102753859,0.042625056822173
"TCGA-FD-A5BX-01A-11R-A26T-07",5.23231739138374e-06,0.254065609136973,1.11083792705843e-06,7.97603833312597e-07,1.58290225560164e-06,0.113854695708563,0.0174697776514838,0.467177697990706,0.00112541078105786,0.146298085069809
"TCGA-FD-A5BY-01A-31R-A28M-07",0.422149054911709,0.106649995448323,0.11097273304274,1.61988769437517e-06,1.23865757935571e-06,0.16112206752881,6.08357577639504e-06,0.124464531707753,0.0013258781031651,0.0733067971364495
"TCGA-FD-A5BZ-01A-11R-A28M-07",0.378609743912384,0.00598660552151741,9.85717063497504e-07,8.14882612562093e-07,1.08964595838854e-06,0.0824902246222022,1.1076128717838e-06,0.298656498912461,0.00140662776469308,0.232846301408236
"TCGA-FD-A5C0-01A-11R-A28M-07",0.581871810388805,0.0257464683726656,6.99172806409146e-06,0.0794239037824734,1.170346978169e-06,0.0826549966037769,4.20632939437071e-06,0.168425583127672,0.000704031119839345,0.0611608382003309
"TCGA-FD-A5C1-01A-11R-A28M-07",0.0183247960648272,0.293835187155774,0.116946459504277,0.196157071937129,1.36491542517681e-06,0.0300930241593812,1.39357778534821e-06,0.265998486088527,0.000555633993688558,0.0780865826031865
"TCGA-FD-A62N-01A-11R-A30C-07",3.02757863291978e-06,0.473959706085374,0.188366073363522,0.000459025216615117,3.62196943316536e-06,0.0347858779676609,6.5474797344896e-06,0.187581635350349,0.00233594865952205,0.112498536329156
"TCGA-FD-A62O-01A-11R-A30C-07",0.761094334522919,4.43604214519492e-05,6.10349743210734e-06,9.87495124194372e-07,1.81300827989728e-06,0.119450515371891,0.0245359868890216,0.0434841810243318,0.000693628069513014,0.0506880897000358
"TCGA-FD-A62P-01A-32R-A30C-07",0.361360555738361,0.102499585365272,0.0717292595174751,0.132630676096884,8.72134235810025e-07,0.0694822888583724,3.96692055419567e-06,0.158704422649231,0.000714236284139295,0.102874136435476
"TCGA-FD-A62S-01A-11R-A30C-07",0.0889312541304587,0.17550608527972,0.0587428799402868,1.78405356072002e-06,2.49392762175765e-06,0.155239511265464,1.20144623577626e-05,0.320604793034986,0.00174581865517209,0.199213365250372
"TCGA-FD-A6TA-01A-12R-A33J-07",0.62708805360578,0.0629262613296061,2.74849586767318e-06,0.0189718432430193,5.35915271111799e-06,0.0525145952780102,1.39543685351067e-06,0.153003304194603,0.000532448829742507,0.084953990433806
"TCGA-FD-A6TB-01A-12R-A33J-07",0.336999586616222,0.220647512340206,2.62791936670245e-06,1.76794632781037e-06,0.00306202976742171,0.0913978178165699,2.79994264476271e-06,0.201683885828304,0.000877100541813695,0.145324871281124
"TCGA-FD-A6TC-01A-21R-A33J-07",0.502557737317239,0.0404687300654082,2.37336398406805e-06,0.0234016102092252,1.50212428800832e-06,0.123968644501072,4.58270741256933e-06,0.204857418842468,0.000750292171170106,0.103987108697734
"TCGA-FD-A6TD-01A-51R-A33J-07",0.212573427950684,0.277834350842322,0.107992366375026,0.000943603372341378,4.83028059538311e-06,0.159543573985,0.00260714200741739,0.168880533480607,0.000508451924220491,0.0691117197817855
"TCGA-FD-A6TE-01A-12R-A33J-07",0.639019132826682,0.164652119017941,1.42193580619255e-05,0.0126524976229676,2.3607905799383e-06,0.149400453517277,7.83648581575017e-05,0.0114263138354212,9.77486071850418e-06,0.0227447633121935
"TCGA-FD-A6TF-01A-52R-A32O-07",0.342137597502237,0.0396246448102353,1.69804104889059e-06,1.33876240641048e-06,2.76093029772165e-06,0.127878382266242,0.0398729531561308,0.330497561377312,0.00121944948904303,0.118763613665047
"TCGA-FD-A6TG-01A-11R-A32O-07",0.472066350915807,0.0960252500923098,1.13400264661361e-06,0.007148007155247,1.19719325671566e-06,0.0360742851706916,1.39422095269181e-06,0.311383278377688,0.00108557836909517,0.0762135245023045
"TCGA-FD-A6TH-01A-11R-A32O-07",0.438431450148699,0.140142563672985,1.05599592530318e-06,8.13447987090981e-07,1.25618215850573e-06,0.239142081117374,0.00330398410850663,0.0504275365216985,0.000112648138877836,0.128436610665788
"TCGA-FD-A6TI-01A-11R-A32O-07",0.632776047124987,0.0554972281375028,1.20654809502556e-06,6.9642771900827e-07,9.24696375071479e-07,0.149954408282275,5.92279452088891e-07,0.0213851979434578,0.000669847971477231,0.139713850588658
"TCGA-FD-A6TK-01A-42R-A33J-07",0.232147555531713,0.166490184993147,0.0189672780185219,9.71240143565101e-07,9.02869530561724e-07,0.132460825988563,4.32546025332712e-06,0.324546000920577,0.00113596437504165,0.12424599060251
"TCGA-FJ-A3Z7-01A-12R-A23N-07",0.432666582906227,0.00408443244862142,1.04721164073271e-06,3.39005752195953e-06,3.77701239334068e-06,0.331204730781231,5.88084352707226e-06,0.0959204082489111,0.000412512600952098,0.135697237888974
"TCGA-FJ-A3Z9-01A-11R-A26T-07",0.87061820286982,1.88866049005021e-06,6.84854084170725e-06,6.70885858955694e-07,1.68895466383093e-06,0.0673050201411877,0.0401346175569494,0.00539594631396515,5.95357830652231e-05,0.016475580293158
"TCGA-FJ-A3ZE-01A-11R-A23N-07",0.82002285483637,3.94293948330148e-05,5.2407523325342e-06,1.97661622926465e-06,1.77237546632807e-05,0.105161140363001,0.062564669384645,0.0061655397420535,1.36504357173062e-05,0.006007774720155
"TCGA-FJ-A3ZF-01A-11R-A23N-07",0.762852567852237,3.31229072179303e-06,7.37096006720673e-07,8.33294954336015e-07,2.08455243762989e-06,0.0504610857073668,0.16941678442843,0.0122306872202072,7.74952357416289e-05,0.00495441232189707
"TCGA-FJ-A871-01A-11R-A352-07",5.33607639895546e-06,0.0326437616980266,1.47874647591701e-06,1.1893331217326e-06,9.40348209494626e-07,0.0766113813551593,0.294497658108169,0.513142541611465,9.96376914415003e-05,0.0829960750315331
"TCGA-FT-A3EE-01A-11R-A206-07",0.464970628931759,0.0138177994406488,0.0136406515020413,8.61740506381107e-07,1.99496767790398e-06,0.282616689383267,0.124245845750432,0.0271623304799886,0.000383525664096575,0.0731596721395836
"TCGA-FT-A61P-01A-11R-A30C-07",0.277883214503768,0.256637065007657,2.08630080287016e-06,1.91992784447353e-06,1.25656258033849e-06,0.0469916112482951,5.1120111379307e-06,0.293345124230295,0.000689304492930396,0.124443305714689
"TCGA-G2-A2EC-01A-11R-A180-07",0.493372474481734,0.0256475056232199,2.84348482411501e-06,6.81726934267459e-07,6.06641722560623e-05,0.167259461607643,0.000173909037967372,0.174540345921737,0.00195538303469813,0.136986730908986
"TCGA-G2-A2EF-01A-12R-A18C-07",0.0605527395262164,0.1792670127113,0.0698872720784504,4.39576575608256e-06,1.27043776126307e-06,0.421644646447357,0.142362173220483,0.0548289664076007,5.01377268294955e-05,0.0714013856782455
