pmid,doi,title,year,journal,authors,n_genes,extraction_status,confidence,source,endpoint_overall_survival,endpoint_recurrence,endpoint_progression,endpoint_immunotherapy_response,platform_rna_seq,platform_microarray,platform_tcga,platform_geo,sample_size_mentions,immune_related_by_title_or_abstract
35626146,10.3390/cancers14102542,Gene Expression Monotonicity across Bladder Cancer Stages Informs on the Molecular Pathogenesis and Identifies a Prognostic Eight-Gene Signature.,2022,,Stroggilos R; Frantzi M; Zoidakis J; Mokou M; Moulavasilis N; Mavrogeorgis E; Melidi A; Makridakis M; Stravodimos K; Roubelakis MG,8,extracted,high,abstract,1,0,0,0,0,0,0,0,,0
35646934,10.3389/fcell.2022.775417,New Prognostic Gene Signature and Immune Escape Mechanisms of Bladder Cancer.,2022,,Jiang Y; Zeng Z; Xiong S; Jiang M; Huang G; Zhang C; Xi X,4,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
35169299,10.1038/s41417-022-00438-5,Identification of an immune gene-associated prognostic signature in patients with bladder cancer.,2022,,Wang Z; Zhu L; Li L; Stebbing J; Wang Z; Peng L,7,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
35480865,10.1155/2022/3170950,In Silico Establishment and Validation of Novel Lipid Metabolism-Related Gene Signature in Bladder Cancer.,2022,,Sun X; Zhang Y; Chen Y; Xin S; Jin L; Liu X; Zhou Z; Zhang J; Mei W; Zhang B,6,extracted,high,fulltext_window,0,0,0,0,0,0,0,0,,0
35300137,10.2147/IJGM.S348945,An Oxidative Stress-Related Genes Signature for Predicting Survival in Bladder Cancer: Based on TCGA Database and Bioinformatics.,2022,,Zhang M; Du G; Li Z; Li D; Li W; Li H; Gao X; Tang Z,4,extracted,high,fulltext_window,0,0,0,0,0,0,1,0,,0
35309900,10.3389/fcell.2022.837849,Identification and Development of Inflammatory Response-Related Genes Signature Associated With Prognosis Evaluation and Immune Status of Bladder Cancer.,2022,,Zheng H; Luo W; Li Y; Peng G; Zhou D; Tang D; Cheng J; Wu S,7,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
35299749,10.3389/fonc.2022.818860,Identification of a Novel Tumor Microenvironment Prognostic Signature for Bladder Urothelial Carcinoma.,2022,,Xu C; Pei D; Liu Y; Yu Y; Guo J; Liu N; Kang Z,5,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,1
35281080,10.3389/fcell.2022.814735,Integrated Analysis of Energy Metabolism Signature-Identified Distinct Subtypes of Bladder Urothelial Carcinoma.,2022,,Zhang F; Liang J; Feng D; Liu S; Wu J; Tang Y; Liu Z; Lu Y; Wang X; Wei X,16,extracted,high,fulltext_window,0,0,0,0,0,0,0,0,,0
35205125,10.3390/biology11020259,Identification and Validation of an Annexin-Related Prognostic Signature and Therapeutic Targets for Bladder Cancer: Integrative Analysis.,2022,,Yao X; Qi X; Wang Y; Zhang B; He T; Yan T; Zhang L; Wang Y; Zheng H; Zhang G,4,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,0
35125116,10.1186/s41065-021-00212-x,Identification of a chromatin regulator signature and potential candidate drugs for bladder cancer.,2022,,Zhu K; Liu X; Deng W; Wang G; Fu B,11,extracted,high,fulltext,0,0,0,0,0,0,0,0,,0
34644219,10.1080/07357907.2021.1991944,Identification of a Novel Pyroptosis-Related Gene Signature for Predicting Prognosis in Bladder Cancer.,2022,,Fu J; Wang Y,3,extracted,high,fulltext,1,0,0,0,0,0,0,0,,0
35092511,10.1007/s12032-021-01635-2,A 12-chemokine gene signature is associated with the enhanced immunogram scores and is relevant for precision immunotherapy.,2022,,Li X; Wan Z; Liu X; Ou K; Yang L,12,extracted,manual,referenced_signature,0,0,0,1,0,0,0,0,,0
35127296,10.7717/peerj.12843,Identification and validation of a novel signature for prediction the prognosis and immunotherapy benefit in bladder cancer.,2022,,Zhang Y; Lin Y; Lv D; Wu X; Li W; Wang X; Jiang D,5,extracted,high,abstract,1,0,0,1,0,0,0,0,,0
34530089,10.1016/j.gene.2021.145966,Construction and verification of a prognostic risk model based on immunogenomic landscape analysis of bladder caner.,2022,,Zhang Y; Xie Y; Feng Y; Wang Y; Xu X; Zhu S; Xu F; Feng N,6,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,0
35023971,10.2147/CMAR.S346240,Characterization of an Autophagy-Immune Related Genes Score Signature and Prognostic Model and its Correlation with Immune Response for Bladder Cancer.,2022,,Yu J; Mao W; Sun S; Hu Q; Wang C; Xu Z; Liu R; Chen S; Xu B; Chen M,4,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
35027921,10.1155/2021/7056506,"Identification of a Novel PPAR Signature for Predicting Prognosis, Immune Microenvironment, and Chemotherapy Response in Bladder Cancer.",2021,,Zhu K; Deng W; Deng H; Liu X; Wang G; Fu B,4,extracted,high,abstract,1,0,0,0,0,0,0,0,,1
33459039,10.1080/21691401.2020.1865994,Construction of a immune-associated genes based prognostic signature in bladder cancer.,2021,,Shen C; Wang L; Yang X; Liu J; Yang Q; Ding X; Niu H; Wang Y,5,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
34849009,10.2147/IJGM.S339996,Novel Ferroptosis-Related Multigene Prognostic Models for Patients with Bladder Cancer.,2021,,Zhang S; Wang C; Xia W; Duan H; Qian S; Shen H,7,extracted,high,fulltext,1,0,0,0,0,0,0,0,,0
34803395,10.2147/IJGM.S337735,A Newly Defined Pyroptosis-Related Gene Signature for the Prognosis of Bladder Cancer.,2021,,Chen W; Zhang W; Zhou T; Cai J; Yu Z; Wu Z,5,extracted,high,fulltext,1,0,0,0,0,0,0,0,,0
34706720,10.1186/s12944-021-01554-1,Development and validation of a novel lipid metabolism-related gene prognostic signature and candidate drugs for patients with bladder cancer.,2021,,Zhu K; Xiaoqiang L; Deng W; Wang G; Fu B,3,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,0
34512722,10.3389/fgene.2021.696912,Tumor Expression Profile Analysis Developed and Validated a Prognostic Model Based on Immune-Related Genes in Bladder Cancer.,2021,,Dong B; Liang J; Li D; Song W; Zhao S; Ma Y; Song J; Zhu M; Yang T,8,extracted,high,fulltext,1,0,0,0,0,0,0,0,,1
34418989,10.1186/s12885-021-08687-7,A novel survival model based on a Ferroptosis-related gene signature for predicting overall survival in bladder cancer.,2021,,Liang Y; Ye F; Xu C; Zou L; Hu Y; Hu J; Jiang H,12,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,0
34490263,10.3389/fcell.2021.712230,A Novel Ferroptosis-Related Prognostic Signature Reveals Macrophage Infiltration and EMT Status in Bladder Cancer.,2021,,Yan Y; Cai J; Huang Z; Cao X; Tang P; Wang Z; Zhang F; Xia S; Shen B,6,extracted,high,fulltext,1,0,0,0,0,0,0,0,,1
34404901,10.1038/s41598-021-96373-w,An immune cell infiltration-related gene signature predicts prognosis for bladder cancer.,2021,,Chen H; Pan Y; Jin X; Chen G,5,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,1
34422642,10.3389/fonc.2021.686044,A Novel Prognostic Model Based on Ferroptosis-Related Gene Signature for Bladder Cancer.,2021,,Yang L; Li C; Qin Y; Zhang G; Zhao B; Wang Z; Huang Y; Yang Y,9,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,0
34339395,10.18632/aging.203353,Development and validation of an intra-tumor heterogeneity-related signature to predict prognosis of bladder cancer: a study based on single-cell RNA-seq.,2021,,Zhou R; Liang J; Chen Q; Tian H; Yang C; Liu C,5,extracted,high,fulltext_window,1,0,0,0,1,0,0,0,,0
34368227,10.3389/fmolb.2021.688298,Identification of a Prognostic Signature Associated With the Homeobox Gene Family for Bladder Cancer.,2021,,Dong B; Liang J; Li D; Song W; Song J; Zhu M; Zhao S; Ma Y; Yang T,6,extracted,high,abstract,1,0,0,0,0,0,0,0,,0
34266411,10.1186/s12885-021-08486-0,A novel immune-related gene pair prognostic signature for predicting overall survival in bladder cancer.,2021,,Fu Y; Sun S; Bi J; Kong C; Yin L,5,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
34112144,10.1186/s12885-021-08447-7,Identification of a tumor microenvironment-related seven-gene signature for predicting prognosis in bladder cancer.,2021,,Wang Z; Tu L; Chen M; Tong S,7,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
34095228,10.3389/fmolb.2021.675651,Construction and External Validation of a Ferroptosis-Related Gene Signature of Predictive Value for the Overall Survival in Bladder Cancer.,2021,,Liu J; Ma H; Meng L; Liu X; Lv Z; Zhang Y; Wang J,4,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,0
33962639,10.1186/s12935-021-01954-4,Identification and validation of a hypoxia-related prognostic and immune microenvironment signature in bladder cancer.,2021,,Sun X; Zhou Z; Zhang Y; Wang J; Zhao X; Jin L; Zhai T; Liu X; Zhang J; Mei W,7,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
33779704,10.1042/BSR20204456,A new m6A methylation-related gene signature for prognostic value in patient with urothelial carcinoma of the bladder.,2021,,Zheng B; Wang J; Zhao G; Chen X; Yao Z; Niu Z; He W,15,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,0
33925460,10.3390/biology10050375,Identification of an 11-Autophagy-Related-Gene Signature as Promising Prognostic Biomarker for Bladder Cancer Patients.,2021,,Zhou C; Li AH; Liu S; Sun H,11,extracted,high,abstract,1,0,0,0,0,0,0,0,,0
33937319,10.3389/fmolb.2021.607090,Identification of an IRGP Signature to Predict Prognosis and Immunotherapeutic Efficiency in Bladder Cancer.,2021,,Zhang LH; Li LQ; Zhan YH; Zhu ZW; Zhang XP,15,extracted,high,fulltext_window,1,0,0,1,0,0,0,0,,0
33535616,10.3390/ijms22031450,A Molecular Signature Determines the Prognostic and Therapeutic Subtype of Non-Muscle-Invasive Bladder Cancer Responsive to Intravesical Bacillus Calmette-Guérin Therapy.,2021,,Kim SK; Park SH; Kim YU; Byun YJ; Piao XM; Jeong P; Kim K; Lee HY; Seo SP; Kang HW,3,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,0
33545950,10.1097/MD.0000000000023836,Identification and prognostic value of a glycolysis-related gene signature in patients with bladder cancer.,2021,,Wu Z; Wen Z; Li Z; Yu M; Ye G,4,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,0
33456631,10.1155/2020/8866730,Construction of an Immune-Associated Gene-Based Signature in Muscle-Invasive Bladder Cancer.,2020,,Shen C; Xu T; Sun Y; Wang L; Liang Z; Niu H; Jiao W; Wang Y,4,extracted,high,fulltext_window,0,0,0,0,0,0,0,0,,1
33391264,10.3389/fimmu.2020.590618,A TP53-Associated Immune Prognostic Signature for the Prediction of Overall Survival and Therapeutic Responses in Muscle-Invasive Bladder Cancer.,2020,,Wu X; Lv D; Cai C; Zhao Z; Wang M; Chen W; Liu Y,3,extracted,high,fulltext,1,0,0,0,0,0,0,0,,1
33292266,10.1186/s12935-020-01627-8,Identification of metabolism-associated genes and construction of a prognostic signature in bladder cancer.,2020,,Shen C; Liu J; Wang L; Liang Z; Niu H; Wang Y,5,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,0
33313125,10.21037/atm-20-1102,Development of a prognostic signature for bladder cancer based on immune-related genes.,2020,,Shi YR; Xiong K; Ye X; Yang P; Wu Z; Zu XB,6,extracted,high,fulltext_window,1,0,0,0,0,0,0,0,,1
32763782,10.1016/j.intimp.2020.106851,A novel risk score based on a combined signature of 10 immune system genes to predict bladder cancer prognosis.,2020,,Tang Y; Hu Y; Wang J; Zeng Z,10,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,1
32882873,10.3390/cancers12092476,Cancer-Specific Immune Prognostic Signature in Solid Tumors and Its Relation to Immune Checkpoint Therapies.,2020,,Das S; Camphausen K; Shankavaram U,0,excluded,missing,none,1,0,0,1,0,0,0,0,,1
32441304,10.1042/BSR20194432,Development of a novel prognostic signature for predicting the overall survival of bladder cancer patients.,2020,,Tang H; Kan L; Ou T; Chen D; Dou X; Wu W; Ji X; Wang M; Zong Z; Mo H,0,excluded,missing,none,1,0,0,0,0,0,0,0,,0
32467671,10.1186/s12935-020-01255-2,A glycolysis-based 4-mRNA signature correlates with the prognosis and cell cycle process in patients with bladder cancer.,2020,,Zhang C; Gou X; He W; Yang H; Yin H,3,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,0
32096345,10.1002/cam4.2942,An immune relevant signature for predicting prognoses and immunotherapeutic responses in patients with muscle-invasive bladder cancer (MIBC).,2020,,Jiang W; Zhu D; Wang C; Zhu Y,9,extracted,high,abstract,1,0,0,1,0,0,0,0,,1
32117435,10.3389/fgene.2020.00012,Identification and Validation of an Individualized Prognostic Signature of Bladder Cancer Based on Seven Immune Related Genes.,2020,,Qiu H; Hu X; He C; Yu B; Li Y; Li J,8,extracted,high,abstract_window,1,0,0,0,0,0,0,0,,1
31894276,10.3892/or.2019.7429,Identification of a 13‑mRNA signature for predicting disease progression and prognosis in patients with bladder cancer.,2020,,Yin H; Zhang C; Gou X; He W; Gan D,6,extracted,high,abstract_window,1,0,1,0,0,0,0,0,,0
29896284,10.7150/jca.23762,Development Of A Three-Gene Prognostic Signature For Hepatitis B Virus Associated Hepatocellular Carcinoma Based On Integrated Transcriptomic Analysis.,2018,,Yang Y; Lu Q; Shao X; Mo B; Nie X; Liu W; Chen X; Tang Y; Deng Y; Yan J,3,extracted,high,fulltext,1,0,0,0,0,0,0,0,,0
29226853,10.3233/CBM-170314,Clinical and RNA expression integrated signature for urothelial bladder cancer prognosis.,2018,,Xiong J; Xiong K; Bing Z,4,extracted,high,fulltext,1,0,0,0,0,0,0,0,,0
28400426,10.1158/1078-0432.CCR-17-0038,A Gene Signature for Selecting Benefit from Hypoxia Modification of Radiotherapy for High-Risk Bladder Cancer Patients.,2017,,Yang L; Taylor J; Eustace A; Irlam JJ; Denley H; Hoskin PJ; Alsner J; Buffa FM; Harris AL; Choudhury A,6,extracted,high,fulltext_window,0,0,0,0,0,0,0,0,,0
29147616,10.1080/2162402X.2017.1358330,mRNA Expression levels of genes involved in antitumor immunity: Identification of a 3-gene signature associated with prognosis of muscle-invasive bladder cancer.,2017,,Le Goux C; Vacher S; Pignot G; Sibony M; Barry Delongchamps N; Terris B; Piaggio E; Zerbib M; Damotte D; Bieche I,3,extracted,manual,abstract,1,0,0,0,0,0,0,0,,0
26802582,10.1016/j.juro.2016.01.039,Integrative Pathway Analysis of Metabolic Signature in Bladder Cancer: A Linkage to The Cancer Genome Atlas Project and Prediction of Survival.,2016,,von Rundstedt FC; Rajapakshe K; Ma J; Arnold JM; Gohlke J; Putluri V; Krishnapuram R; Piyarathna DB; Lotan Y; Gödde D,4,extracted,high,fulltext,0,0,0,0,0,0,1,0,,0
