"","Normal_urothelial","Myeloid","Tumor_epithelial","NK_cell","B_plasma","Endothelial","T_cell","Myofibroblast","Fibroblast"
"TCGA-E7-A8O7-01A-11R-A36F-07",0.0991220233070008,0.0125174079799791,0.519888729202765,0,0,0.229151763993069,0,0.0467188923144794,0.092601183202707
"TCGA-E7-A8O8-01A-11R-A36F-07",0.00141790866844672,0,0.752472265540356,0,0,0.00258093299286979,0.19786185063499,0.0422156298825552,0.0034514122807822
"TCGA-E7-A97P-01A-11R-A38B-07",0.0644819692366393,0.160251691142472,0,0,0,0.232164505974739,0.126095246066633,0.195673165498624,0.221333422080893
"TCGA-E7-A97Q-01A-11R-A38B-07",0.260236868841697,0.0331449980256718,0,0,0,0.183367364489864,0,0.18188669718729,0.341364071455477
"TCGA-FD-A3B3-01A-12R-A206-07",0,0.215666540547991,0,0,0,0.138959502990492,0.0722657053324815,0.149718236369184,0.423390014759852
"TCGA-FD-A3B4-01A-12R-A206-07",0,0.0691172102050422,0,0.0290349274203978,0,0.304512745615901,0.0700459156191928,0.272198600914704,0.255090600224762
"TCGA-FD-A3B5-01A-11R-A20F-07",0.000629918477433366,0,0.446409084427741,0,0,0.219663701941351,0,0.0740123413845067,0.259284953768967
"TCGA-FD-A3B6-01A-21R-A20F-07",0,0.364922585355133,0.0374654235939529,0.0235935687097038,0,0.115034198830524,0.301147025574555,0,0.157837197936132
"TCGA-FD-A3B7-01A-31R-A20F-07",0,0.241292667072013,0,0,0,0.0728111973540325,0.11062247731379,0.0840074579102562,0.491266200349908
"TCGA-FD-A3B8-01A-31R-A20F-07",0,0.318306783475096,0,0,0,0.0117141641714847,0.00325476814700436,0.274585820994587,0.392138463211828
"TCGA-FD-A3N5-01A-11R-A21D-07",0.00182094329722878,0.0447303403177206,0.178729262743127,0.017430594544367,0,0.404871571127486,0.067472218645365,0.131348984404823,0.153596084919882
"TCGA-FD-A3N6-01A-11R-A21D-07",0,0.129249748667121,0.347118746761333,0,0,0.0858970815785123,0.328009388160697,0,0.109725034832336
"TCGA-FD-A3NA-01A-11R-A21D-07",0.439631634900246,0.16144604008236,0,0,0,0.113114502757767,0,0.106952808970038,0.178855013289589
"TCGA-FD-A3SJ-01A-12R-A22U-07",0.452310286252808,0.104124215007147,0,0,0,0.0894162128828521,0,0.127533873632899,0.226615412224294
"TCGA-FD-A3SL-01A-21R-A22U-07",0.0879302478373138,0.187804847011106,0,0,0,0.0233493172075882,0,0.181680770474923,0.519234817469069
"TCGA-FD-A3SM-01A-11R-A22U-07",0.304897320726754,0.18094791270845,0,0,0,0,0,0.0961655091319225,0.417989257432874
"TCGA-FD-A3SN-01A-12R-A22U-07",0.315459104946781,0.043087906030824,0.022017702649698,0.000878818577696844,0,0.0752256547807951,0.211665737275923,0.066664099156715,0.265000976581567
"TCGA-FD-A3SO-01A-11R-A22U-07",0.000113494431599926,0.23448429915125,0.124466157490467,0,0,0.236642490835167,0.00253698074307509,0,0.401756577348441
"TCGA-FD-A3SP-01A-31R-A22U-07",0,0.193297104889888,0,0,0,0.0316674623811037,0,0.0563253064660726,0.718710126262935
"TCGA-FD-A3SQ-01A-21R-A22U-07",0.0611398778636936,0.204580173694473,0,0,0,0.0505797733268811,0,0.107346096916435,0.576354078198518
"TCGA-FD-A3SR-01A-11R-A22U-07",0.0917103980348812,0.145622056925361,0,0,0,0.0941873871534298,0.00312673101278813,0.127063825196463,0.538289601677076
"TCGA-FD-A3SS-01A-12R-A22U-07",0.313861067103157,0.0145907995927539,0.00186154119448953,0,0,0.202902180207407,0,0.0889984428422822,0.37778596905991
"TCGA-FD-A43N-01A-11R-A23W-07",0.454942095053657,0.00993644105301044,0,0,0,0.165099981961119,0.00343990291863021,0.00020990600749381,0.366371673006089
"TCGA-FD-A43P-01A-31R-A23W-07",0.156306292468883,0.279106712013639,0,0.0468230165410248,0,0.171648451166506,0.118323146009555,0.0223913723486425,0.205401009451749
"TCGA-FD-A43S-01A-21R-A23W-07",0.148591536797259,0.15633344637818,0.126164327223027,0,0,0.125665241677638,0,0.064482511355929,0.378762936567966
"TCGA-FD-A43U-01A-11R-A23W-07",0.221984075400232,0.41626820118731,0,0,0,0.00565208652867642,0,0.0732912229164018,0.28280441396738
"TCGA-FD-A43X-01A-11R-A23W-07",0,0,0.8798836704686,0,0,0.0587920701254573,0,0.0498874809052548,0.0114367785006882
"TCGA-FD-A43Y-01A-21R-A26T-07",0.00523172888279606,0.220112258395933,0.0574337520255715,0.00989965936808833,0,0.229770477672235,0,0.155701127799239,0.321850995856136
"TCGA-FD-A5BR-01A-11R-A26T-07",0.00302959296383772,0.0455960429560712,0.328580705800462,0,0,0.280130785357596,0,0.0603865823679525,0.28227629055408
"TCGA-FD-A5BS-01A-21R-A26T-07",0,0.462259652104813,0,0,0,0.066417595223983,0.0626413861248982,0.115320614567237,0.293360751979069
"TCGA-FD-A5BT-01A-11R-A26T-07",0,0.405174206693075,0,0,0,0.0459350410210422,0,0.00665813106118359,0.5422326212247
"TCGA-FD-A5BU-01A-31R-A26T-07",0.00162047365158064,0.234311738277572,0.0621217819870649,0,0,0.207920253440843,0,0.147600560756812,0.346425191886128
"TCGA-FD-A5BV-01A-11R-A26T-07",0.0752500099114382,0,0.40420673666977,0,0,0.150394286935706,0.140116540615487,0.0199683540188421,0.210064071848757
"TCGA-FD-A5BX-01A-11R-A26T-07",0,0.16395325363756,0,0,0,0.128535983519942,0.0561671104680197,0.151998773095152,0.499344879279326
"TCGA-FD-A5BY-01A-31R-A28M-07",0.116062162445259,0.138272063136832,0.178338433562487,0,0,0.0998920986565592,0,0.139714914733511,0.32772032746535
"TCGA-FD-A5BZ-01A-11R-A28M-07",0.205432710058415,0.0375547662810596,0,0,0,0,0,0.0701396262528828,0.686872897407642
"TCGA-FD-A5C0-01A-11R-A28M-07",0.362327569990468,0.021010052900143,0,0,0,0.2511648345261,0,0.0638425965595771,0.301654946023713
"TCGA-FD-A5C1-01A-11R-A28M-07",0.0172313618579595,0.375798682573746,0.0429076654895855,0,0,0.150796647203019,0,0.133677900346679,0.279587742529011
"TCGA-FD-A62N-01A-11R-A30C-07",0,0.438555146623433,0,0,0,0.0576577473360569,0.152033080746716,0.124522839133622,0.227231186160173
"TCGA-FD-A62O-01A-11R-A30C-07",0.082616381339212,0,0.616862808373156,0,0,0.0308583486017058,0.0154582358744286,0.0369796008875574,0.217224624923941
"TCGA-FD-A62P-01A-32R-A30C-07",0.287864500166984,0.15164622220021,0,0.000810068752920545,0.000419536683273213,0.101856184869821,0,0.0764629313198458,0.380940556006945
"TCGA-FD-A62S-01A-11R-A30C-07",0,0.170885707235117,0,0,0,0.107385199036642,0,0.0531852710608337,0.668543822667406
"TCGA-FD-A6TA-01A-12R-A33J-07",0.332145994770701,0.0766799376577694,0,0,0,0.0493612759192465,0,0.126352262630075,0.415460529022208
"TCGA-FD-A6TB-01A-12R-A33J-07",0.0496915435991695,0.393222878543533,0,0,0,0.0531221903210502,0,0.165637439144189,0.338325948392057
"TCGA-FD-A6TC-01A-21R-A33J-07",0.180330941579395,0.00309747672247395,0.00329900518122943,0,0,0.167427478405927,0,0.0724014929501247,0.573443605160849
"TCGA-FD-A6TD-01A-51R-A33J-07",0.0455624777682367,0.252162186524625,0.0382648174410927,0.00957697979371901,0,0.251545576568529,0.0659827012564993,0.0670005413471749,0.269904719300123
"TCGA-FD-A6TE-01A-12R-A33J-07",0.381089934081813,0.17595210913839,0,0.0041530689325736,0,0.38995527203012,0,0.0344870393216555,0.0143625764954471
"TCGA-FD-A6TF-01A-52R-A32O-07",0,0.0188940500767044,0.125598640768154,0,0,0.245974997903565,0.023802031621774,0.0968019690561573,0.488928310573646
"TCGA-FD-A6TG-01A-11R-A32O-07",0.214012032077781,0.198893295975968,0,0,0,0,0.00117441093726664,0.140065254286267,0.445855006722717
"TCGA-FD-A6TH-01A-11R-A32O-07",0.176435714186509,0.0683030819001811,0.00367622250901581,0,0,0.0949206868056892,0.13413937478765,0.0470519060746592,0.475473013736296
"TCGA-FD-A6TI-01A-11R-A32O-07",0.433941814643961,0.0642697646578032,0,0,0,0.187019339413063,0,0.0349116001417468,0.279857481143426
"TCGA-FD-A6TK-01A-42R-A33J-07",0,0.199468891691485,0,0,0,0.0953605317605677,0.0551815296616515,0.233515749034956,0.416473297851339
"TCGA-FJ-A3Z7-01A-12R-A23N-07",0.1174698318793,0,0,0,0,0.479597671005976,0.0307174191758443,0,0.37221507793888
"TCGA-FJ-A3Z9-01A-11R-A26T-07",0.244789771864562,0,0.703431911710259,0,0,0.0015291389145417,0.0123937058698315,0,0.0378554716408057
"TCGA-FJ-A3ZE-01A-11R-A23N-07",0.345468741668905,0,0.504618069376794,0,0,0.0597078548644639,0.0100523374019363,0.0139212602401241,0.0662317364477762
"TCGA-FJ-A3ZF-01A-11R-A23N-07",0.402129646796081,0,0,0,0,0.0449195138500902,0.498108168441163,0,0.0548426709126656
"TCGA-FJ-A871-01A-11R-A352-07",0,0,0,0,0,0.0102822299335483,0.389190824962084,0.0136898761484172,0.58683706895595
"TCGA-FT-A3EE-01A-11R-A206-07",0,0,0.41901520204793,0,0,0.144905772659022,0.184406871805447,0,0.251672153487602
"TCGA-FT-A61P-01A-11R-A30C-07",0.0582848787005238,0.304564155417675,0,0,0,0.0790993708432135,0.00221247245477386,0.216508572324343,0.339330550259471
"TCGA-G2-A2EC-01A-11R-A180-07",0.124768866098888,0.0367406671042634,0.132424370558752,0,0,0.051316039820149,0,0.0984776730296828,0.556272383388265
"TCGA-G2-A2EF-01A-12R-A18C-07",0,0.099742611655597,0,0.00281276573667675,0,0.262249747309382,0.353009709036685,0,0.282185166261659
"TCGA-G2-A2EJ-01A-11R-A180-07",0.0172984890950769,0,0.269611900135329,0.00209686192796417,0,0.312773158762433,0.206899227636663,0.0863581028503056,0.104962259592229
"TCGA-G2-A2EK-01A-22R-A18C-07",0.490544478734027,0.00689576220768613,0.082541200950143,0,0,0.132847741159796,0.0177717313391949,0.143152893805272,0.126246191803881
"TCGA-G2-A2EL-01A-12R-A18C-07",0,0.000246747967697948,0.0204447889705116,0,0,0.104082366260247,0.811953524477303,0.0430754701824409,0.0201971021417991
"TCGA-G2-A2EO-01A-11R-A180-07",0.156667260708314,0.162028140170254,0.1358513442959,0,0,0.057980383015474,0.0894554506962531,0.146360096041851,0.251657325071953
"TCGA-G2-A2ES-01A-11R-A180-07",0,0.0593289954494151,0.311696778591474,0.000737904602224208,0,0.255322714876654,0.173954184216005,0.103262961767463,0.095696460496765
"TCGA-G2-A3IB-01A-11R-A20F-07",0.0002324378412125,0.00407377525592629,0.709736971184512,0,0,0.131912177256617,0,0.00238616033249432,0.151658478129238
"TCGA-G2-A3IE-01A-11R-A20F-07",0.497198275584623,0.0232107940766422,0.286299510636924,0,0,0.0597670367223576,0.00461825060698091,0.0112885780397993,0.117617554332674
"TCGA-G2-A3VY-01A-11R-A22U-07",0.609794218642829,0.015561443742727,0,0,0.0130168734932688,0.104270857173266,0.144042638880827,0.0158944135683127,0.0974195544987697
"TCGA-G2-AA3B-01A-11R-A39I-07",0.587793980135598,0.0718554698495558,0,0.00165413540006344,0,0.137176889405211,0.180458321087688,0.0146067859615764,0.00645441816030769
"TCGA-G2-AA3C-01A-21R-A39I-07",0.000425666417627672,0.372883600741711,0,0.00107916301757338,0,0.027672008403717,0.24745652947142,0.105840259215745,0.244642772732206
"TCGA-G2-AA3D-01A-11R-A39I-07",0.151946798776946,0,0.516419341676614,0,0,0.0452749164708736,0.242442582731646,0,0.0439163603439205
"TCGA-G2-AA3F-01A-12R-A42T-07",0.488179366596195,0,0.0434278240498016,0,0,0.0982250507815686,0.167986641655593,0.0420127039608632,0.160168412955979
"TCGA-GC-A3BM-01A-11R-A22U-07",0,0,0.479401532564586,0,0,0.360045339097656,0,0.03406199125443,0.126491137083329
"TCGA-GC-A3I6-01A-11R-A20F-07",0,0.148889578102367,0.197477475192332,0,0,0.324993001090719,0.0224423257356953,0.102546224170854,0.203651395708032
"TCGA-GC-A3OO-01A-11R-A22U-07",0.259131722694637,0.0159666849577271,0.0027208362579247,0,0,0.149869862942814,0.00125323990217786,0.173604969315887,0.397452683928832
"TCGA-GC-A3RB-01A-12R-A220-07",0,0.00241954051425329,0.474862365389163,0,0,0.0831917442541159,0.377501645895972,0.0130785704547899,0.0489461334917058
"TCGA-GC-A3RC-01A-11R-A22U-07",0,0.245916274559568,0,0,0,0.283439329417127,0.332874566870392,0.00465502818488719,0.133114800968025
"TCGA-GC-A3RD-01A-12R-A22U-07",0.166720444107843,0.0146707025188478,0.542118413320864,0,0.000705812334286612,0.112882475789895,0,0.0499719788644129,0.11293017306385
"TCGA-GC-A3WC-01A-31R-A22U-07",0,0.430018975335405,0.00690843494600192,0,0,0.199978264555166,0.0814893259949205,0.115985008638603,0.165619990529903
"TCGA-GC-A3YS-01A-11R-A23N-07",0.0200821609591293,0.091154397927625,0.0266324610066858,0.000500677806554061,0,0.180200484756609,0,0.0997708182431209,0.581658999300276
"TCGA-GC-A4ZW-01A-11R-A26T-07",0.070168408125095,0,0.115805136947104,0,0.0657077825656252,0.322279850709975,0.319553286836249,0.0118283855322111,0.094657149283741
"TCGA-GC-A6I1-01A-12R-A31N-07",0,0.353370795037091,0.000759937592373596,0.102568736340893,0.0284148587908452,0.140880550376727,0.168344121951996,0.0246230501005074,0.181037949809566
"TCGA-GC-A6I3-01A-11R-A31N-07",0.184072547396816,0.186208499346618,0.183181894810247,0.0846001491787531,0,0.0164357581704945,0.233071369721183,0.00127568380073944,0.111154097575149
"TCGA-GD-A2C5-01A-12R-A180-07",0.490359443332316,0,0,0,0,0.143235885054877,0,0.111224124663796,0.255180546949011
"TCGA-GD-A3OP-01A-21R-A220-07",0.436949729188104,0,0,0,0,0.176746913458003,0,0.013559172592026,0.372744184761867
"TCGA-GD-A3OQ-01A-32R-A220-07",0.09717493578007,0,0.358252847831005,0,0,0.102179147541258,0.0688086584417432,0.0615974521697505,0.311986958236174
"TCGA-GD-A3OS-01A-12R-A220-07",0,0.0931268540625887,0,0,0,0.109751931912118,0,0.139154404041166,0.657966809984127
"TCGA-GD-A6C6-01A-21R-A31N-07",0.277891923693234,0.00045300559212762,0.343610880755994,0.263723115089872,0.00242229515131453,0,0.0941128591999812,0.00491236697952039,0.0128735535379556
"TCGA-GD-A76B-01A-11R-A32O-07",0.448467835501927,0.182035705145785,0,0,0,0.242497130691494,0,0.101160906814651,0.0258384218461435
"TCGA-GU-A42P-01A-11R-A23W-07",0.254498101154803,0,0.0371855396319538,0,0,0.27194884132625,0.30159937807109,0.0237185883085158,0.111049551507387
"TCGA-GU-A42Q-01A-11R-A23W-07",0,0.0298990647590719,0.47612122334225,0,0,0.0879452178867239,0.107627399284268,0.0168185946848713,0.281588500042815
"TCGA-GU-A42R-01A-11R-A23N-07",0.110440688621716,0,0.682712322485554,0,0,0.0983697026332355,0,0.0149239416343874,0.0935533446251066
"TCGA-GU-A762-01A-11R-A33J-07",0,0.270513749887809,0,0.0700622628540489,0,0.13387252170223,0.244464521634831,0.0160527191131286,0.265034224807953
"TCGA-GU-A763-01A-11R-A32O-07",0,0,0.941443467135123,0,0,0.00949295577488584,0.0390993595581344,0.00818186805868837,0.00178234947316899
"TCGA-GU-A764-01A-11R-A352-07",0.0894106812752993,0.145545231879428,0.00166116271136189,0.0559657034679526,0,0.214267854000175,0.0353477246025071,0.0825295883676553,0.375272053695621
"TCGA-GU-A766-01A-11R-A32O-07",0,0.346749938117781,0,0.000307343809517448,0,0.273216456166393,0.081818473758528,0.123729683020882,0.174178105126898
"TCGA-GU-A767-01A-11R-A32O-07",0.0759763771629141,0,0.447727546432882,0,0,0.149170575817666,0.0889913525885822,0.080513873024646,0.157620274973309
"TCGA-GU-AATO-01A-11R-A39I-07",0.307681404088828,0.26949000078912,0,0,0,0.140499275170729,0.0315130025295529,0.0681169450295502,0.18269937239222
"TCGA-GU-AATP-01A-11R-A39I-07",0.186395787343427,0.166891911541451,0,0.00128140248894083,0,0.0395620583590957,0.00287272653730054,0.222535747741864,0.380460365987921
"TCGA-GU-AATQ-01A-11R-A39I-07",0.0422971242003752,0.143409769117567,0.442246028000248,0,0,0.0740532090063905,0,0.118369025422485,0.179624844252934
"TCGA-GV-A3JV-01A-11R-A220-07",0.51259679670569,0.0509941958385226,0.0799723892293028,0,0,0.0731857465478039,0.0205985257857629,0,0.262652345892918
"TCGA-GV-A3JW-01A-11R-A20F-07",0.375587093735644,0,0.443362228305806,0,0,0,0,0.0422491172493814,0.138801560709168
"TCGA-GV-A3JX-01A-11R-A20F-07",0.286173325772892,0.177704783950289,0,0.00383311029769709,0,0.370332439552001,0.0764561552315478,0.0371700888373697,0.048330096358204
"TCGA-GV-A3JZ-01A-11R-A21D-07",0.194954714642947,0.0530028985799189,0,0,0,0.152275320589889,0.261781429442123,0.0686501609196148,0.269335475825508
"TCGA-GV-A3QF-01A-31R-A22U-07",0.703003530268551,0,0,0,0,0.0892392586669612,0,0.0569532693567675,0.15080394170772
"TCGA-GV-A3QG-01A-11R-A220-07",0.0325725785073973,0.235036819975709,0,0,0,0.131501566030953,0.136346701436448,0.0544833728128327,0.410058961236659
"TCGA-GV-A3QH-01A-11R-A220-07",0.548286905296351,0,0,0,0.00166714355916108,0.242086591345169,0.154798928814573,0.000237343665421677,0.0529230873193243
"TCGA-GV-A3QI-01A-11R-A220-07",0,0,0.434403535615018,0.0122280673518002,0.0173618402081386,0.138668224414185,0.285221775163552,0.0319598883571489,0.0801566688901576
"TCGA-GV-A40E-01A-12R-A23N-07",0.0341673544168603,0,0.2252397015958,0.0486405729312592,0,0.135600183299618,0.213421096443478,0,0.342931091312984
"TCGA-GV-A40G-01A-11R-A23N-07",0.541308505254067,0,0.134077771854552,0,0.010805184989177,0.231230298286184,0,0.0779903434895778,0.00458789612644231
"TCGA-GV-A6ZA-01A-12R-A33J-07",0.295655449512853,0.0364076171321197,0.252445378466236,0,0,0.112786677027973,0.234460740934585,0.0403037802153909,0.0279403567108429
"TCGA-H4-A2HO-01A-11R-A180-07",0.623644175546826,0,0,0,0,0.234994295500093,0.0157381192490889,0,0.125623409703992
"TCGA-H4-A2HQ-01A-11R-A180-07",0.0181468535175034,0,0.515642548818806,0,0,0.264754458227989,0.0792937356859095,0.043326805882086,0.078835597867707
"TCGA-HQ-A2OE-01A-11R-A206-07",0.016590077345414,0,0.545392224281643,0,0,0.189536187143449,0.157422111910779,0.0101203444616631,0.0809390548570512
"TCGA-HQ-A2OF-01A-11R-A26T-07",0,0.0412544316909003,0.289008169412891,0,0,0.188775668417296,0.288673158680253,0.0530326997450786,0.139255872053581
"TCGA-HQ-A5ND-01A-11R-A26T-07",0.0722483249958748,0,0.301307857004998,0.00778337450773217,0.000699787553508726,0.0943240458911743,0.380917359862923,0.117289866337425,0.0254293838463636
"TCGA-HQ-A5NE-01A-12R-A28M-07",0.175263601019863,0.00102279467248852,0.154807506102811,0,0,0.324446576009014,0,0.0250522770507404,0.319407245145084
"TCGA-K4-A3WS-01A-11R-A22U-07",0.093984339968783,0.0885402513394184,0,0.000504705490481421,0,0.115475785495592,0.000701701978111827,0.139853997577952,0.560939218149662
"TCGA-K4-A3WV-01A-11R-A22U-07",0.178209051613859,0.147758590359735,0.00165810088043078,0,0,0.187157906141523,0.107091990591831,0.0398109765258177,0.338313383886803
"TCGA-K4-A4AC-01A-21R-A26T-07",0,0.201315441725207,0.231348577766028,0,0.0182947473797663,0.120989878332438,0.222564072763515,0.000864529740977027,0.204622752292068
"TCGA-K4-A54R-01A-11R-A26T-07",0.14791332700317,0.102823334455242,0,0,0,0.175503017797146,0.0407347350059011,0.0955245607882314,0.43750102495031
"TCGA-K4-A5RH-01A-11R-A30C-07",0,0.41220797558353,0,0,0,0.209182115746753,0.0696320328728988,0.0805364820911236,0.228441393705694
"TCGA-K4-A5RI-01A-11R-A28M-07",0,0.0516672705473046,0.477596607584866,0,0,0.110001261069491,0.00117975789970367,0.130966610147697,0.228588492750938
"TCGA-K4-A5RJ-01A-11R-A28M-07",0,0.647488793046401,0,0,0,0.0577556667841177,0.233646604267474,0.0446753615783586,0.0164335743236492
"TCGA-K4-A6FZ-01A-11R-A31N-07",0.119811124569055,0.115633978745101,0.283700529190469,0,0,0.290823101695065,0.0231842232288732,0.0238393290936554,0.143007713477781
"TCGA-K4-A6MB-01A-11R-A31N-07",0.370021195109607,0,0.0303993451824581,0,0,0.11151342955975,0,0.0354626371275636,0.452603393020621
"TCGA-K4-A83P-01A-11R-A352-07",0.0614262029505214,0.309522441721123,0.000758328919988817,0,0,0.162416894033761,0.00319319730321269,0.0677291568089069,0.394953778262487
"TCGA-K4-AAQO-01A-11R-A38B-07",0.177617644390971,0.0201861682264625,0.00262947294721179,0,0,0.18677554235579,0.0240524875589702,0.156103570463576,0.432635114057019
"TCGA-KQ-A41N-01A-11R-A33J-07",0.385166606033772,0,0.349836442954301,0,0,0.0133960731165895,0.100016552219067,0.0227242320273156,0.128860093648955
"TCGA-KQ-A41O-01A-12R-A352-07",0,0,0.928852923028643,0,0,0,0.0543656865313272,0.0130324247985353,0.00374896564149486
"TCGA-KQ-A41P-01A-12R-A33J-07",0.16354426520627,0.0732814123734412,0.414128451252039,0,0,0.0458519519471952,0,0.0729711983257721,0.230222720895282
"TCGA-KQ-A41Q-01A-11R-A33J-07",0.509340062735748,0,0.026449044806111,0,0,0.147934538563285,0.00194069534101236,0.0555139033597322,0.258821755194111
"TCGA-KQ-A41R-01A-21R-A352-07",0.748599931091272,0,0.0153343706034831,0,0,0.0383910637960754,0.1029046458906,0.0734635709070203,0.0213064177115491
"TCGA-KQ-A41S-01A-12R-A33J-07",0.17677411932003,0.107315007912785,0,0,0,0.14012490922471,0,0,0.575785963542475
"TCGA-LC-A66R-01A-41R-A30C-07",0,0.120672264350094,0.0530077881271639,0,0,0.194289090201156,0.422100906534408,0.0455271689511277,0.164402781836051
"TCGA-LT-A5Z6-01A-11R-A28M-07",0.410004856878388,0.0378269233219491,0.254298211091138,0.00095415049379424,0,0.12291670878397,0.130965179380972,0.0221513373593586,0.0208826326904303
"TCGA-LT-A8JT-01A-11R-A36F-07",0.00911808024027888,0,0.674026887729008,0,0,0.147643217888878,0.0706426660655849,0.0325461491920684,0.0660229988841811
"TCGA-MV-A51V-01A-11R-A26T-07",0.808300635602995,0.00939685271230854,0,0,0,0.100859195999589,0,0,0.0814433156851077
"TCGA-PQ-A6FI-01A-11R-A31N-07",0,0,0.159513723645281,0.0293425428989511,0,0.152523415633591,0.471093247307923,0.0325869500716038,0.15494012044265
"TCGA-PQ-A6FN-01A-11R-A31N-07",0.136390063214788,0.106124749045999,0.0898132433928464,0,0.0116190542161161,0.0676798704811571,0.254156881818906,0.065799163230102,0.268416974600086
"TCGA-R3-A69X-01A-22R-A30C-07",0.218869031066211,0.282492610203255,0.00161530338986838,0.000186411502649147,0,0.0188068389439999,0,0.146730979681253,0.331298825212763
"TCGA-S5-A6DX-01A-11R-A31N-07",0.366955294992863,0.238694768957641,0,0.0365223089936814,0,0.019232516699505,0.0660858842127349,0.140602436377227,0.131906789766347
"TCGA-S5-AA26-01A-11R-A38B-07",0,0,0.946974366642228,0,0,0,0,0.0162197495335614,0.0368058838242104
"TCGA-SY-A9G0-01A-12R-A38B-07",0.0282464037319892,0.0120063987130884,0.0911029608000402,0,0,0.250385735478769,0.000980643803160772,0.0627798735845172,0.554497983888435
"TCGA-SY-A9G5-01A-11R-A38B-07",0.008256825423563,0.250763599690938,0,0.0019368708759451,0,0.209988477724601,0,0.177762536946112,0.351291689338841
"TCGA-UY-A78K-01A-11R-A33J-07",0.169852216642942,0.176304629205895,0,0.000123054387406774,0.00155588824249916,0.157223517069442,0.350398882038747,0.109766064644904,0.0347757477681644
"TCGA-UY-A78L-01A-12R-A33J-07",0.196888160513008,0.24900018467033,0.00338659962368185,0,0,0.10862873742252,0.000267719195581883,0.0964448668921286,0.34538373168275
"TCGA-UY-A78M-01A-21R-A352-07",0.190659411166785,0,0.324882219970122,0,0,0,0.236484704895256,0.0663186044032535,0.181655059564583
"TCGA-UY-A78N-01A-12R-A33J-07",0,0,0.497688260217661,0,0,8.00178746459417e-05,0.340188464374799,0.031314492494364,0.13072876503853
"TCGA-UY-A78O-01A-12R-A33J-07",0.176574791007163,0,0.663098853998004,0,0,0.043912491831015,0.000750524871462838,0.0518085248956279,0.0638548133967275
"TCGA-UY-A78P-01A-12R-A36F-07",0,0.299879054285164,0.195611117092401,0.0407289207392113,0,0.216726049540057,0.00412336537381583,0.123123352728964,0.119808140240386
"TCGA-UY-A8OB-01A-12R-A42T-07",0,0.331415747458363,0.0176468773886641,0.0514542096189194,0,0.166449442420563,0.255497762988369,0.0725757532320633,0.104960206893059
"TCGA-UY-A8OC-01A-11R-A36F-07",0,0,0.148622327299938,0,0,0.159329035272288,0.0805314270385796,0.137690949905838,0.473826260483356
"TCGA-UY-A8OD-01A-11R-A36F-07",0.268288135681739,0.138740727194103,0,0,0,0.0868918558256536,0.0199907532171994,0.0750735131127353,0.411015014968569
"TCGA-UY-A9PA-01A-11R-A38B-07",0.0943690075486268,0.157669972208018,0.319012602540571,0.00057145989025242,0,0.403230863359348,0.000174409786841036,0.0120052412727308,0.0129664433936116
"TCGA-UY-A9PB-01A-11R-A38B-07",0.000731645916741842,0.320582544478701,0.00203927604679038,0.000664281620101344,0,0.0831306718313994,0.0353265721287378,0.0815233714689584,0.47600163650857
"TCGA-UY-A9PD-01A-11R-A38B-07",0.312522381508069,0,0.27237894067738,0,0,0.127365324519816,0.0412130674633544,0.0358335230238516,0.210686762807529
"TCGA-UY-A9PE-01A-11R-A38B-07",0.306078771930474,0,0.182363731871481,0,0,0.0493969434991242,0.179165305040566,0.078953859226154,0.204041388432201
"TCGA-UY-A9PF-01A-11R-A38B-07",0.358833812516061,0.0255601611615523,0.210694283504598,0,0,0.14319829746407,0.000964944964378492,0.108221521768551,0.152526978620789
"TCGA-UY-A9PH-01A-11R-A38B-07",0.27906365194657,0.419298113879752,0,0.000708393964648369,0,0.170788493488992,0.00456981622884325,0.106311701513454,0.0192598289777406
"TCGA-XF-A8HB-01A-11R-A36F-07",0,0.0420184703565169,0.776998754862066,0,0,0.0859923483188204,0.0671336913590445,0.0200252540460717,0.00783148105748073
"TCGA-XF-A8HC-01A-11R-A36F-07",0.854380835955441,0,0.00440190979763541,0,0,0.0541102569735684,0,0.0187972972064921,0.0683097000668632
"TCGA-XF-A8HD-01A-11R-A36F-07",0.113766456735188,0.223214111165867,0,0.0320114262054901,0,0.302463784458546,0.0489867490594679,0.130512508664277,0.149044963711164
"TCGA-XF-A8HE-01A-11R-A36F-07",0,0.0677733918948372,0.305300316837115,0.0147159260208121,0,0.205809930272849,0.235006897414934,0.0296281199094226,0.14176541765003
"TCGA-XF-A8HF-01A-11R-A36F-07",0.527860281162954,0.103328321777668,0,0,0,0.000240642596000778,0,0.178741157652074,0.189829596811304
"TCGA-XF-A8HG-01A-11R-A36F-07",0.397399523408725,0.00949279552471931,0.532278925702058,0,0,0.0209383635901666,0,0,0.0398903917743307
"TCGA-XF-A8HH-01A-11R-A38B-07",0.482479882681462,6.74597764924642e-05,0,0,0,0.137048669608393,0,0.0246786546248225,0.35572533330883
"TCGA-XF-A8HI-01A-11R-A38B-07",0,0,0.772973388711718,0,0,0.145906191424375,0.0013201650318648,0.0507786007003584,0.0290216541316836
"TCGA-XF-A9SH-01A-11R-A39I-07",0,0.00569529458073715,0.775669641000268,0,0,0.0819065257685706,0.015503511757728,0.0138283772156985,0.107396649676998
"TCGA-XF-A9SI-01A-11R-A39I-07",0,0.240530382782847,0,0,0,0.117464788587087,0.214246836821798,0.209529955497566,0.218228036310702
